학기,학교명,유형,교과목명,교과구분,교과영역,교과군,대상학년,학점,수업장소,요일,유형표준,온라인여부,과목정제,표준과목명,계열,_norm_school
2025_1st,남대전고,오프라인,경제,보통교과,탐구,,2,3,거점학교(2-8),,오프라인,False,경제,경제,인문·사회,남대전고
2025_1st,남대전고,오프라인,고급수학Ⅱ,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(물리실),,오프라인,False,고급수학2,고급수학2,자연·공학,남대전고
2025_1st,남대전고,오프라인,고급지구과학,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(지구과학실),,오프라인,False,고급지구과학,고급지구과학,자연·공학,남대전고
2025_1st,남대전고,오프라인,고급화학,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(1-1),,오프라인,False,고급화학,고급화학,자연·공학,남대전고
2025_1st,남대전고,오프라인,문학과매체,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(도서관),,오프라인,False,문학과매체,문학과매체,인문·사회,남대전고
2025_1st,남대전고,오프라인,비교문화,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(온카페),,오프라인,False,비교문화,비교문화,제2외국어·국제,남대전고
2025_1st,남대전고,오프라인,세계문제와미래사회,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(온카페),,오프라인,False,세계문제와미래사회,세계문제와미래사회,인문·사회,남대전고
2025_1st,남대전고,오프라인,자동차일반,전문교과,전문교과Ⅱ,,"2,3",3,거점학교(컴퓨터실),,오프라인,False,자동차일반,자동차일반,진로·융합,남대전고
2025_1st,남대전고,오프라인,정보,보통교과,생활·교양,,"2,3",2,거점학교(컴퓨터실),,오프라인,False,정보,정보,정보·AI,남대전고
2025_1st,남대전고,오프라인,정보과학,전문교과,전문교과Ⅰ,,3,2,거점학교(컴퓨터실),,오프라인,False,정보과학,정보과학,정보·AI,남대전고
2025_1st,남대전고,오프라인,정치와법,보통교과,탐구,,"2,3",3,거점학교(2-8),,오프라인,False,정치와법,정치와법,인문·사회,남대전고
2025_1st,남대전고,오프라인,지식재산일반,보통교과,생활·교양,,"2,3",3,거점학교(컴퓨터실),,오프라인,False,지식재산일반,지식재산일반,진로·융합,남대전고
2025_1st,남대전고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,2,2,거점학교(1-3),,오프라인,False,심화수학1,심화수학1,자연·공학,남대전고
2025_1st,남대전고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(3-1),,오프라인,False,고급생명과학,고급생명과학,자연·공학,남대전고
2025_1st,남대전고,오프라인,실용통계,고시_외,고시_외,,"2,3",3,거점학교(3-2),,오프라인,False,실용통계,실용통계,기타,남대전고
2025_1st,남대전고,진로선택형,기초 수업 실연,비교과,인문(어문),,"1,2,3",해당없음(진로선택형),거점학교(1-7),,진로선택형,False,기초수업실연,기초수업실연,기타,남대전고
2025_1st,남대전고,진로선택형,나만의 이모티콘과 굿즈 만들기,비교과,예체능,,"1,2",해당없음(진로선택형),거점학교(미술실),,진로선택형,False,나만의이모티콘과굿즈만들기,나만의이모티콘과굿즈만들기,기타,남대전고
2025_1st,남대전고,진로선택형,미래공학자를 위한 메이커,비교과,자연과학,,"1,2,3",해당없음(진로선택형),거점학교(지구과학실),,진로선택형,False,미래공학자를위한메이커,미래공학자를위한메이커,자연·공학,남대전고
2025_1st,남대전고,진로선택형,밴드 합주 실습,비교과,예체능,,"1,2,3",해당없음(진로선택형),거점학교(음악실),,진로선택형,False,밴드합주실습,밴드합주실습,예체능,남대전고
2025_1st,남대전고,진로선택형,사이브릿지+공학연구단,비교과,자연과학,,1,해당없음(진로선택형),거점학교(물리실),,진로선택형,False,사이브릿지+공학연구단,사이브릿지+공학연구단,자연·공학,남대전고
2025_1st,남대전고,진로선택형,아두이노를 활용한 실생활 문제 해결,비교과,자연과학,,"1,2,3",해당없음(진로선택형),거점학교(물리실),,진로선택형,False,아두이노를활용한실생활문제해결,아두이노를활용한실생활문제해결,기타,남대전고
2025_1st,남대전고,진로선택형,통계를 활용한 사회문제 분석,비교과,사회과학,,"2,3",해당없음(진로선택형),거점학교(온카페),,진로선택형,False,통계를활용한사회문제분석,통계를활용한사회문제분석,인문·사회,남대전고
2025_1st,대덕고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(컴퓨터2실),,오프라인,False,고급물리학,고급물리학,자연·공학,대덕고
2025_1st,대덕고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,2,거점학교(다목적1실),,오프라인,False,고급생명과학,고급생명과학,자연·공학,대덕고
2025_1st,대덕고,오프라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,3,2,거점학교(다목적2실),,오프라인,False,고급수학1,고급수학1,자연·공학,대덕고
2025_1st,대전가오고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(과학1실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전가오고
2025_1st,대전고,온라인,문학과매체,전문교과,전문교과Ⅰ,,2,2,교실온닷,,온라인,True,문학과매체,문학과매체,인문·사회,대전고
2025_1st,대전고,오프라인,과학과제연구,전문교과,전문교과Ⅰ,,2,2,거점학교(6층화학실),,오프라인,False,과학과제연구,과학과제연구,자연·공학,대전고
2025_1st,대전고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(6층생명과학실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전고
2025_1st,대전고,오프라인,환경,보통교과,생활·교양,,2,2,거점학교(6층생명과학실),,오프라인,False,환경,환경,자연·공학,대전고
2025_1st,대전관저고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(물리지학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전관저고
2025_1st,대전관저고,오프라인,철학,보통교과,생활·교양,,"2,3",3,거점학교(1-4),,오프라인,False,철학,철학,인문·사회,대전관저고
2025_1st,대전괴정고,오프라인,철학,보통교과,생활·교양,,"2,3",2,거점학교(3-4),,오프라인,False,철학,철학,인문·사회,대전괴정고
2025_1st,대전괴정고,진로선택형,초급화성학,비교과,예체능,,"1,2,3",해당없음(진로선택형),거점학교(음악실),,진로선택형,False,초급화성학,초급화성학,기타,대전괴정고
2025_1st,대전괴정고,진로선택형,교육심리학: 학습과 성장의 힘,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(위클래스),,진로선택형,False,교육심리학:학습과성장의힘,교육심리학:학습과성장의힘,인문·사회,대전괴정고
2025_1st,대전괴정고,진로선택형,나도 배구 스파이크 할 수 있어!,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),거점학교(체육관),,진로선택형,False,나도배구스파이크할수있어!,나도배구스파이크할수있어!,기타,대전괴정고
2025_1st,대전구봉고,오프라인,화학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(과학2실),,오프라인,False,화학실험,화학실험,자연·공학,대전구봉고
2025_1st,대전구봉고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(3-2교실),,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전구봉고
2025_1st,대전구봉고,오프라인,고급지구과학,전문교과,전문교과Ⅰ,,3,2,거점학교(3-2교실),,오프라인,False,고급지구과학,고급지구과학,자연·공학,대전구봉고
2025_1st,대전국제통상고,진로선택형,나만의 영상 만들기,비교과,예체능,,"1,2,3",해당없음(진로선택형),거점학교(편집실2),,진로선택형,False,나만의영상만들기,나만의영상만들기,기타,대전국제통상고
2025_1st,대전국제통상고,진로선택형,디저트 제작소,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(조리제빵실),,진로선택형,False,디저트제작소,디저트제작소,기타,대전국제통상고
2025_1st,대전국제통상고,진로선택형,맛있는 세계여행,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(한식조리실),,진로선택형,False,맛있는세계여행,맛있는세계여행,기타,대전국제통상고
2025_1st,대전국제통상고,진로선택형,케이크 길라잡이,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(제과제빵실),,진로선택형,False,케이크길라잡이,케이크길라잡이,기타,대전국제통상고
2025_1st,대전국제통상고,진로선택형,코스메틱 공방,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(피부실),,진로선택형,False,코스메틱공방,코스메틱공방,기타,대전국제통상고
2025_1st,대전국제통상고,진로선택형,헤어 디자인의 이해,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(헤어실),,진로선택형,False,헤어디자인의이해,헤어디자인의이해,예체능,대전국제통상고
2025_1st,대전노은고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,2,거점학교(2-2),,오프라인,False,고급생명과학,고급생명과학,자연·공학,대전노은고
2025_1st,대전노은고,오프라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,3,2,거점학교(3층 PBL학습실),,오프라인,False,고급수학1,고급수학1,자연·공학,대전노은고
2025_1st,대전노은고,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,거점학교(2-7),,오프라인,False,국제정치,국제정치,인문·사회,대전노은고
2025_1st,대전노은고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(물리지학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전노은고
2025_1st,대전노은고,온라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,3,2,교실온닷,,온라인,True,고급수학1,고급수학1,자연·공학,대전노은고
2025_1st,대전노은고,진로선택형,배드민턴 실전반,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),거점학교(강당),,진로선택형,False,배드민턴실전반,배드민턴실전반,기타,대전노은고
2025_1st,대전대성고,온라인,교육학,보통교과,생활·교양,,"2, 3",2,교실온닷,,온라인,True,교육학,교육학,인문·사회,대전대성고
2025_1st,대전대성고,오프라인,수학적사고와벡터,고시_외,고시_외,,"2, 3",2,거점학교(화생실),,오프라인,False,수학적사고와벡터,수학적사고와벡터,자연·공학,대전대성고
2025_1st,대전대성고,오프라인,인공지능수학,보통교과,기초,,"2, 3",2,거점학교(물지실),,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전대성고
2025_1st,대전대성고,진로선택형,통계를 통한 데이터 해석,비교과,자연과학,,"2, 3",해당없음(진로선택형),거점학교(화생실),,진로선택형,False,통계를통한데이터해석,통계를통한데이터해석,정보·AI,대전대성고
2025_1st,대전대성고,진로선택형,배드민턴,비교과,예체능,,"1, 2",해당없음(진로선택형),거점학교(체육관),,진로선택형,False,배드민턴,배드민턴,기타,대전대성고
2025_1st,대전대성여자고,진로선택형,쉽게 배우는 영상제작,비교과,기타,,"1, 2",해당없음(진로선택형),거점학교(정보1실),,진로선택형,False,쉽게배우는영상제작,쉽게배우는영상제작,기타,대전대성여자고
2025_1st,대전대성여자고,진로선택형,쁘띠 디저트 클래스,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(제빵실),,진로선택형,False,쁘띠디저트클래스,쁘띠디저트클래스,기타,대전대성여자고
2025_1st,대전대신고,온라인,지역이해,전문교과,전문교과Ⅰ,,"2, 3",3,교실온닷,,온라인,True,지역이해,지역이해,제2외국어·국제,대전대신고
2025_1st,대전대신고,온라인,고급수학Ⅱ,전문교과,전문교과Ⅰ,,3,3,교실온닷,,온라인,True,고급수학2,고급수학2,자연·공학,대전대신고
2025_1st,대전대신고,온라인,문학개론,전문교과,전문교과Ⅰ,,"2, 3",3,교실온닷,,온라인,True,문학개론,문학개론,인문·사회,대전대신고
2025_1st,대전대신고,진로선택형,영화 속 역사,비교과,사회과학,,"2, 3",해당없음(진로선택형),거점학교(교실),,진로선택형,False,영화속역사,영화속역사,인문·사회,대전대신고
2025_1st,대전도시과학고,온라인,기계일반,보통교과,생활·교양,,2,3,교실온닷,,온라인,True,기계일반,기계일반,기타,대전도시과학고
2025_1st,대전도시과학고,온라인,기계제도,보통교과,생활·교양,,2,3,교실온닷,,온라인,True,기계제도,기계제도,기타,대전도시과학고
2025_1st,대전도시과학고,온라인,세계지리,보통교과,탐구,,2,3,교실온닷,,온라인,True,세계지리,세계지리,인문·사회,대전도시과학고
2025_1st,대전도시과학고,진로선택형,3D프린터운용실기반,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(CAD/CAM1실),,진로선택형,False,3D프린터운용실기반,3D프린터운용실기반,기타,대전도시과학고
2025_1st,대전도시과학고,진로선택형,자동차 정비 배우기,비교과,기타,,2,해당없음(진로선택형),거점학교(친환경자동차실),,진로선택형,False,자동차정비배우기,자동차정비배우기,진로·융합,대전도시과학고
2025_1st,대전도안고,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,2,거점학교(과학실),,오프라인,False,고급화학,고급화학,자연·공학,대전도안고
2025_1st,대전도안고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,3,거점학교(과학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전도안고
2025_1st,대전도안고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(과학실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전도안고
2025_1st,대전도안고,오프라인,세계사,보통교과,탐구,,3,2,거점학교(미디어실),,오프라인,False,세계사,세계사,인문·사회,대전도안고
2025_1st,대전동산고,온라인,논리학,보통교과,생활·교양,,"2,3",2,교실온닷,,온라인,True,논리학,논리학,인문·사회,대전동산고
2025_1st,대전동산고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(물리실),,오프라인,False,고급물리학,고급물리학,자연·공학,대전동산고
2025_1st,대전동산고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(물리실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전동산고
2025_1st,대전동산고,오프라인,국제경제,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(사회과교실),,오프라인,False,국제경제,국제경제,인문·사회,대전동산고
2025_1st,대전동산고,오프라인,문장론,보통교과,기초,,2,2,거점학교(지구과학실),,오프라인,False,문장론,문장론,기타,대전동산고
2025_1st,대전동산고,오프라인,융합과학탐구(A반),전문교과,전문교과Ⅰ,,3,2,거점학교(지구과학실),,오프라인,False,융합과학탐구,융합과학탐구,자연·공학,대전동산고
2025_1st,대전동산고,오프라인,융합과학탐구(B반),전문교과,전문교과Ⅰ,,2,2,거점학교(지구과학실),,오프라인,False,융합과학탐구,융합과학탐구,자연·공학,대전동산고
2025_1st,대전동산고,오프라인,세계문제와미래사회,전문교과,전문교과Ⅰ,,3,2,거점학교(사회과교실),,오프라인,False,세계문제와미래사회,세계문제와미래사회,인문·사회,대전동산고
2025_1st,대전동산고,오프라인,한국사회의이해,전문교과,전문교과Ⅰ,,2,2,거점학교(사회과교실),,오프라인,False,한국사회의이해,한국사회의이해,인문·사회,대전동산고
2025_1st,대전동산고,오프라인,고급화학,전문교과,전문교과Ⅰ,,3,2,거점학교(화학실),,오프라인,False,고급화학,고급화학,자연·공학,대전동산고
2025_1st,대전동신과학고,오프라인,세계사,보통교과,탐구,,"2,3",3,대전외고(교실),,오프라인,False,세계사,세계사,인문·사회,대전동신과학고
2025_1st,대전둔산여자고,오프라인,고급수학,전문교과,전문교과Ⅰ,,3,2,거점학교(온라인스튜디오),,오프라인,True,고급수학,고급수학,자연·공학,대전둔산여자고
2025_1st,대전둔산여자고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(온라인스튜디오),,오프라인,True,고급물리학,고급물리학,자연·공학,대전둔산여자고
2025_1st,대전둔산여자고,오프라인,고급화학,전문교과,전문교과Ⅰ,,3,2,거점학교(온라인스튜디오),,오프라인,True,고급화학,고급화학,자연·공학,대전둔산여자고
2025_1st,대전둔산여자고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(탐구과학1실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전둔산여자고
2025_1st,대전둔원고,오프라인,고급화학,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(1-3),,오프라인,False,고급화학,고급화학,자연·공학,대전둔원고
2025_1st,대전둔원고,오프라인,국제정치,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(3-4),,오프라인,False,국제정치,국제정치,인문·사회,대전둔원고
2025_1st,대전둔원고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,3,거점학교(융합과학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전둔원고
2025_1st,대전둔원고,오프라인,인공지능수학,보통교과,기초,,"2, 3",2,거점학교(컴퓨터실),,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전둔원고
2025_1st,대전둔원고,진로선택형,수학으로 바라본 인공지능,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(1-8),,진로선택형,False,수학으로바라본인공지능,수학으로바라본인공지능,정보·AI,대전둔원고
2025_1st,대전만년고,오프라인,고급지구과학,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(대강의실),,오프라인,False,고급지구과학,고급지구과학,자연·공학,대전만년고
2025_1st,대전만년고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(과학1실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전만년고
2025_1st,대전만년고,진로선택형,넷볼기초,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),거점학교(나래관),,진로선택형,False,넷볼기초,넷볼기초,기타,대전만년고
2025_1st,대전반석고,온라인,교육학,보통교과,생활·교양,,"2,3",2,교실온닷,,온라인,True,교육학,교육학,인문·사회,대전반석고
2025_1st,대전반석고,온라인,심리학,보통교과,생활·교양,,"2,3",2,교실온닷,,온라인,True,심리학,심리학,인문·사회,대전반석고
2025_1st,대전반석고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(과학실),,오프라인,False,고급물리학,고급물리학,자연·공학,대전반석고
2025_1st,대전반석고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,2,거점학교(과학실),,오프라인,False,고급생명과학,고급생명과학,자연·공학,대전반석고
2025_1st,대전반석고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(과학실),,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전반석고
2025_1st,대전반석고,오프라인,과학과제연구,전문교과,전문교과Ⅰ,,2,3,거점학교(과학실),,오프라인,False,과학과제연구,과학과제연구,자연·공학,대전반석고
2025_1st,대전반석고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(과학실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전반석고
2025_1st,대전반석고,오프라인,스포츠경기실습,전문교과,전문교과Ⅰ,,2,2,거점학교(강당),,오프라인,False,스포츠경기실습,스포츠경기실습,예체능,대전반석고
2025_1st,대전복수고,오프라인,생태와환경,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(2-7),,오프라인,False,생태와환경,생태와환경,자연·공학,대전복수고
2025_1st,대전산업정보고,진로선택형,떡과 한식 디저트,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(실습실),,진로선택형,False,떡과한식디저트,떡과한식디저트,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,다채로운 디저트,비교과,기타,,"2,3",해당없음(진로선택형),거점학교(제빵실),,진로선택형,False,다채로운디저트,다채로운디저트,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,달콤 베이커리,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(제빵실),,진로선택형,False,달콤베이커리,달콤베이커리,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,배드민턴 기초,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),거점학교(강당),,진로선택형,False,배드민턴기초,배드민턴기초,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,스위트홈 카페 레시피,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(바리스타실),,진로선택형,False,스위트홈카페레시피,스위트홈카페레시피,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,실용 보컬 및 연기,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),거점학교(앙상블실),,진로선택형,False,실용보컬및연기,실용보컬및연기,예체능,대전산업정보고
2025_1st,대전산업정보고,진로선택형,친환경 반도체 포토 공정 실습,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(공정실),,진로선택형,False,친환경반도체포토공정실습,친환경반도체포토공정실습,자연·공학,대전산업정보고
2025_1st,대전산업정보고,진로선택형,파이썬을 활용한 데이터 사이언스,비교과,기타,,"2,3",해당없음(진로선택형),거점학교(제어실),,진로선택형,False,파이썬을활용한데이터사이언스,파이썬을활용한데이터사이언스,정보·AI,대전산업정보고
2025_1st,대전산업정보고,진로선택형,쉽고 빠르게 배우는 실전 헤어 기술,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(실습실),,진로선택형,False,쉽고빠르게배우는실전헤어기술,쉽고빠르게배우는실전헤어기술,기타,대전산업정보고
2025_1st,대전산업정보고,진로선택형,생성형 AI 융합 스튜디오,비교과,기타,,"1, 2, 3",해당없음(진로선택형),거점학교(디자인실),,진로선택형,False,생성형AI융합스튜디오,생성형AI융합스튜디오,정보·AI,대전산업정보고
2025_1st,대전생활과학고,진로선택형,메이크업&네일아트,비교과,예체능,,"2, 3",해당없음(진로선택형),거점학교(실습실),,진로선택형,False,메이크업&네일아트,메이크업&네일아트,기타,대전생활과학고
2025_1st,대전생활과학고,진로선택형,슬기로운 농구생활,비교과,예체능,,"2, 3",해당없음(진로선택형),거점학교(강당),,진로선택형,False,슬기로운농구생활,슬기로운농구생활,기타,대전생활과학고
2025_1st,대전생활과학고,진로선택형,영화와 함께 하는 역사 탐구,비교과,사회과학,,"2, 3",해당없음(진로선택형),거점학교(2-8),,진로선택형,False,영화와함께하는역사탐구,영화와함께하는역사탐구,인문·사회,대전생활과학고
2025_1st,대전생활과학고,진로선택형,영화철학 드라이브,비교과,사회과학,,"2, 3",해당없음(진로선택형),거점학교(교실),,진로선택형,False,영화철학드라이브,영화철학드라이브,인문·사회,대전생활과학고
2025_1st,대전성모여고,온라인,국제경제,전문교과,전문교과Ⅰ,,"2,3",3,교실온닷,,온라인,True,국제경제,국제경제,인문·사회,대전성모여고
2025_1st,대전성모여고,온라인,현대세계의변화,전문교과,전문교과Ⅰ,,"2,3",3,교실온닷,,온라인,True,현대세계의변화,현대세계의변화,기타,대전성모여고
2025_1st,대전성모여고,오프라인,고급화학,전문교과,전문교과Ⅰ,,3,3,거점학교(화학실),,오프라인,False,고급화학,고급화학,자연·공학,대전성모여고
2025_1st,대전성모여고,오프라인,마케팅과 광고,전문교과,전문교과Ⅱ,,"2, 3",3,거점학교(3-6),,오프라인,False,마케팅과광고,마케팅과광고,기타,대전성모여고
2025_1st,대전성모여고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,3,3,거점학교(물리실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전성모여고
2025_1st,대전성모여고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(과학실),,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전성모여고
2025_1st,대전성모여고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,3,거점학교(실험실),,오프라인,False,고급생명과학,고급생명과학,자연·공학,대전성모여고
2025_1st,대전성모여고,오프라인,음악전공실기,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(음악실),,오프라인,False,음악전공실기,음악전공실기,예체능,대전성모여고
2025_1st,대전송촌고,오프라인,국제경제,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(1-8),,오프라인,False,국제경제,국제경제,인문·사회,대전송촌고
2025_1st,대전송촌고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(수학실),,오프라인,False,심화수학1,심화수학1,자연·공학,대전송촌고
2025_1st,대전송촌고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,3,거점학교(융합실),,오프라인,False,고급물리학,고급물리학,자연·공학,대전송촌고
2025_1st,대전송촌고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,3,3,거점학교(과학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전송촌고
2025_1st,대전신일여자고,오프라인,인공지능기초,보통교과,생활·교양,,"2,3",2,거점학교(컴퓨터실),,오프라인,False,인공지능기초,인공지능기초,정보·AI,대전신일여자고
2025_1st,대전신일여자고,오프라인,창의경영,보통교과,생활·교양,,"2,3",2,거점학교(3학년3반),,오프라인,False,창의경영,창의경영,진로·융합,대전신일여자고
2025_1st,대전신일여자고,오프라인,철학,보통교과,생활·교양,,"2,3",2,거점학교(1학년 2반),,오프라인,False,철학,철학,인문·사회,대전신일여자고
2025_1st,대전신일여자고,오프라인,색채디자인,보통교과,체육·예술,,"2,3",2,거점학교(2학년 8반),,오프라인,False,색채디자인,색채디자인,예체능,대전신일여자고
2025_1st,대전신일여자고,오프라인,미술사,보통교과,체육·예술,,2,2,거점학교(1학년 9반),,오프라인,False,미술사,미술사,예체능,대전신일여자고
2025_1st,대전신일여자고,오프라인,기업과경영,보통교과,생활·교양,,"2,3",2,거점학교(2학년 4반),,오프라인,False,기업과경영,기업과경영,기타,대전신일여자고
2025_1st,대전신일여자고,진로선택형,크로스핏,비교과,예체능,,"2,3",해당없음(진로선택형),거점학교(운동장 및 강당),,진로선택형,False,크로스핏,크로스핏,기타,대전신일여자고
2025_1st,대전신일여자고,진로선택형,금융시장의 이해,비교과,사회과학,,2,해당없음(진로선택형),거점학교(1-5),,진로선택형,False,금융시장의이해,금융시장의이해,기타,대전신일여자고
2025_1st,대전신일여자고,진로선택형,현대 미술 연구,비교과,예체능,,"2,3",해당없음(진로선택형),거점학교(표현기법 실습실),,진로선택형,False,현대미술연구,현대미술연구,예체능,대전신일여자고
2025_1st,대전신일여자고,진로선택형,영상촬영과정,비교과,예체능,,"2,3",해당없음(진로선택형),거점학교(미디어 실습실),,진로선택형,False,영상촬영과정,영상촬영과정,기타,대전신일여자고
2025_1st,대전신일여자고,진로선택형,AI와 데이터분석-시각화,비교과,자연과학,,"2,3",해당없음(진로선택형),거점학교(컴퓨터실),,진로선택형,False,AI와데이터분석-시각화,AI와데이터분석-시각화,정보·AI,대전신일여자고
2025_1st,대전여자고,온라인,심화영어Ⅰ,전문교과,전문교과Ⅰ,,"2, 3",3,교실온닷,,온라인,True,심화영어1,심화영어1,제2외국어·국제,대전여자고
2025_1st,대전여자고,온라인,지식재산일반,보통교과,생활·교양,,"2, 3",2,교실온닷,,온라인,True,지식재산일반,지식재산일반,진로·융합,대전여자고
2025_1st,대전여자고,진로선택형,데이터과학과 기계학습,비교과,자연과학,,2,해당없음(진로선택형),거점학교 컴퓨터실,,진로선택형,False,데이터과학과기계,데이터과학과기계,정보·AI,대전여자고
2025_1st,대전여자고,진로선택형,배드민턴 중·고급반,비교과,예체능,,"1, 2",해당없음(진로선택형),거점학교 체육관,,진로선택형,False,배드민턴중·고급반,배드민턴중·고급반,기타,대전여자고
2025_1st,대전여자상업고,오프라인,인공지능수학,보통교과,기초,,2,2,거점학교(실습실),,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전여자상업고
2025_1st,대전예술고,오프라인,연극,보통교과,체육·예술,,"2, 3",3,거점학교(실기실),,오프라인,False,연극,연극,예체능,대전예술고
2025_1st,대전예술고,진로선택형,현대 디자인의 이해와 실습,비교과,예체능,,"2, 3",해당없음(진로선택형),거점학교(디자인실),,진로선택형,False,현대디자인의이해와실습,현대디자인의이해와실습,예체능,대전예술고
2025_1st,대전외국어고,오프라인,국제경제,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(DFLHSquare),,오프라인,False,국제경제,국제경제,인문·사회,대전외국어고
2025_1st,대전외국어고,오프라인,전공기초독일어,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(Language center 1실),,오프라인,False,전공기초독일어,전공기초독일어,제2외국어·국제,대전외국어고
