학기,학교명,유형,교과목명,교과구분,교과영역,교과군,대상학년,학점,수업장소,요일,유형표준,온라인여부,과목정제,표준과목명,계열,_norm_school
2025_2nd,대전생활과학고,진로선택형,영화철학롤러코스터,비교과,사회과학,,2,해당없음(진로선택형),,,진로선택형,False,영화철학롤러코스터,영화철학롤러코스터,인문·사회,대전생활과학고
2025_2nd,대전생활과학고,진로선택형,브런치카페,비교과,기타,,2,해당없음(진로선택형),,,진로선택형,False,브런치카페,브런치카페,기타,대전생활과학고
2025_2nd,대전성모여자고등학교,온라인,국제경제,전문교과,전문교과Ⅰ,,2,3,,,온라인,True,국제경제,국제경제,인문·사회,대전성모여자고
2025_2nd,대전성모여자고등학교,온라인,현대세계의변화,전문교과,전문교과Ⅰ,,2,3,,,온라인,True,현대세계의변화,현대세계의변화,기타,대전성모여자고
2025_2nd,대전성모여자고등학교,오프라인,고급물리학,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,고급물리학,고급물리학,자연·공학,대전성모여자고
2025_2nd,대전성모여자고등학교,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,대전성모여자고
2025_2nd,대전성모여자고등학교,오프라인,마케팅과광고,전문교과,전문교과Ⅱ,,2,3,,,오프라인,False,마케팅과광고,마케팅과광고,기타,대전성모여자고
2025_2nd,대전성모여자고등학교,진로선택형,슬기로운건강생활,비교과,예체능,,"1, 2",해당없음(진로선택형),,,진로선택형,False,슬기로운건강생활,슬기로운건강생활,기타,대전성모여자고
2025_2nd,대전송촌고,오프라인,고급지구과학,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,고급지구과학,고급지구과학,자연·공학,대전송촌고
2025_2nd,대전송촌고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,국제경제,국제경제,인문·사회,대전송촌고
2025_2nd,대전송촌고,오프라인,물리학실험A,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,물리학실험,물리학실험,자연·공학,대전송촌고
2025_2nd,대전송촌고,오프라인,물리학실험B,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,물리학실험,물리학실험,자연·공학,대전송촌고
2025_2nd,대전신일여자고등학교,오프라인,창의경영,보통교과,생활·교양,,2,3,,,오프라인,False,창의경영,창의경영,진로·융합,대전신일여자고
2025_2nd,대전신일여자고등학교,오프라인,인공지능수학,보통교과,기초,,2,2,,,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전신일여자고
2025_2nd,대전신일여자고등학교,진로선택형,영상촬영편집과정,비교과,예체능,,"1,2",해당없음(진로선택형),,,진로선택형,False,영상촬영편집과정,영상촬영편집과정,기타,대전신일여자고
2025_2nd,대전신일여자고등학교,진로선택형,향기나는과학교실,비교과,자연과학,,"1,2",해당없음(진로선택형),,,진로선택형,False,향기나는과학교실,향기나는과학교실,자연·공학,대전신일여자고
2025_2nd,대전여자고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,대전여자고
2025_2nd,대전여자고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전여자고
2025_2nd,대전여자고,진로선택형,배드민턴고급반,비교과,예체능,,"1, 2",해당없음(진로선택형),,,진로선택형,False,배드민턴고급반,배드민턴고급반,기타,대전여자고
2025_2nd,대전여자상업고등학교,오프라인,인공지능수학,보통교과,기초,,2,2,,,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전여자상업고
2025_2nd,대전예술고,진로선택형,현대디자인의이해와실습,비교과,예체능,,"1,2,3",해당없음(진로선택형),,,진로선택형,False,현대디자인의이해와실습,현대디자인의이해와실습,예체능,대전예술고
2025_2nd,대전외국어고,진로선택형,봉주르프랑스,비교과,인문(어문),,"1,2",해당없음(진로선택형),,,진로선택형,False,봉주르프랑스,봉주르프랑스,기타,대전외국어고
2025_2nd,대전외국어고,오프라인,단체운동,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,단체운동,단체운동,예체능,대전외국어고
2025_2nd,대전외국어고,오프라인,드로잉,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,드로잉,드로잉,예체능,대전외국어고
2025_2nd,대전외국어고,오프라인,운동과건강,보통교과,체육·예술,,1,2,,,오프라인,False,운동과건강,운동과건강,예체능,대전외국어고
2025_2nd,대전외국어고,오프라인,전공기초독일어,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,전공기초독일어,전공기초독일어,제2외국어·국제,대전외국어고
2025_2nd,대전외국어고,오프라인,전공기초스페인어,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,전공기초스페인어,전공기초스페인어,제2외국어·국제,대전외국어고
2025_2nd,대전외국어고,오프라인,전공기초일본어,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,전공기초일본어,전공기초일본어,제2외국어·국제,대전외국어고
2025_2nd,대전외국어고,오프라인,전공기초프랑스어,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,전공기초프랑스어,전공기초프랑스어,제2외국어·국제,대전외국어고
2025_2nd,대전외국어고,오프라인,지역이해,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,지역이해,지역이해,제2외국어·국제,대전외국어고
2025_2nd,대전용산고,오프라인,철학,보통교과,생활·교양,,2,2,,,오프라인,False,철학,철학,인문·사회,대전용산고
2025_2nd,대전전민고,오프라인,고급화학,전문교과,전문교과Ⅰ,,"1,2",2,,,오프라인,False,고급화학,고급화학,자연·공학,대전전민고
2025_2nd,대전제일고,오프라인,고전과윤리,보통교과,탐구,,2,2,,,오프라인,False,고전과윤리,고전과윤리,인문·사회,대전제일고
2025_2nd,대전제일고,오프라인,교육학,보통교과,생활·교양,,2,2,,,오프라인,False,교육학,교육학,인문·사회,대전제일고
2025_2nd,대전제일고,오프라인,국제법,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제법,국제법,제2외국어·국제,대전제일고
2025_2nd,대전제일고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전제일고
2025_2nd,대전제일고,오프라인,현대세계의변화,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,현대세계의변화,현대세계의변화,기타,대전제일고
2025_2nd,대전제일고,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,대전제일고
2025_2nd,대전제일고,진로선택형,미디어와사회문화,비교과,사회과학,,1,해당없음(진로선택형),,,진로선택형,False,미디어와사회문화,미디어와사회문화,인문·사회,대전제일고
2025_2nd,대전제일고,진로선택형,지구와환경,비교과,자연과학,,1,해당없음(진로선택형),,,진로선택형,False,지구와환경,지구와환경,자연·공학,대전제일고
2025_2nd,대전중앙고등학교,오프라인,인공지능수학,보통교과,기초,,2,2,,,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전중앙고
2025_2nd,대전중앙고등학교,오프라인,환경,보통교과,생활·교양,,2,2,,,오프라인,False,환경,환경,자연·공학,대전중앙고
2025_2nd,대전중앙고등학교,오프라인,국제법,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제법,국제법,제2외국어·국제,대전중앙고
2025_2nd,대전중앙고등학교,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,대전중앙고
2025_2nd,대전중앙고등학교,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,대전중앙고
2025_2nd,대전중앙고등학교,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전중앙고
2025_2nd,대전지족고,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,고급화학,고급화학,자연·공학,대전지족고
2025_2nd,대전한빛고등학교,오프라인,국제관계와국제기구,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제관계와국제기구,국제관계와국제기구,제2외국어·국제,대전한빛고
2025_2nd,대전한빛고등학교,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제정치,국제정치,인문·사회,대전한빛고
2025_2nd,대전한빛고등학교,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전한빛고
2025_2nd,동방고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급물리학,고급물리학,자연·공학,동방고
2025_2nd,동방고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,동방고
2025_2nd,동방고,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제정치,국제정치,인문·사회,동방고
2025_2nd,동방고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,동방고
2025_2nd,동방고,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,동방고
2025_2nd,명석고등학교,온라인,국제법,전문교과,전문교과Ⅰ,,2,3,,,온라인,True,국제법,국제법,제2외국어·국제,명석고
2025_2nd,명석고등학교,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급화학,고급화학,자연·공학,명석고
2025_2nd,명석고등학교,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,명석고
2025_2nd,명석고등학교,오프라인,매체미술,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,매체미술,매체미술,예체능,명석고
2025_2nd,명석고등학교,진로선택형,예시예종유도반,비교과,기타,,"1, 2",해당없음(진로선택형),,,진로선택형,False,예시예종유도반,예시예종유도반,기타,명석고
2025_2nd,보문고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,보문고
2025_2nd,보문고,오프라인,융합과학탐구,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,융합과학탐구,융합과학탐구,자연·공학,보문고
2025_2nd,서대전고,온라인,과학사,보통교과,탐구,,2,2,,,온라인,True,과학사,과학사,자연·공학,서대전고
2025_2nd,서대전고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급물리학,고급물리학,자연·공학,서대전고
2025_2nd,서대전고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,서대전고
2025_2nd,서대전고,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,고급화학,고급화학,자연·공학,서대전고
2025_2nd,서대전고,오프라인,교육학,보통교과,생활·교양,,2,2,,,오프라인,False,교육학,교육학,인문·사회,서대전고
2025_2nd,서대전고,오프라인,철학,보통교과,생활·교양,,2,2,,,오프라인,False,철학,철학,인문·사회,서대전고
2025_2nd,서대전여고,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,서대전여고
2025_2nd,서대전여고,오프라인,국제법,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제법,국제법,제2외국어·국제,서대전여고
2025_2nd,서대전여고,오프라인,생활과학탐구,보통교과,생활·교양,,1,2,,,오프라인,False,생활과학탐구,생활과학탐구,자연·공학,서대전여고
2025_2nd,서일고,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제정치,국제정치,인문·사회,서일고
2025_2nd,서일고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,지구과학실험,지구과학실험,자연·공학,서일고
2025_2nd,서일고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,서일고
2025_2nd,서일여자고등학교,온라인,사회탐구방법,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,사회탐구방법,사회탐구방법,인문·사회,서일여자고
2025_2nd,서일여자고등학교,오프라인,체육전공실기기초,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,체육전공실기기초,체육전공실기기초,예체능,서일여자고
2025_2nd,신탄진고,온라인,논리와사고,보통교과,생활·교양,,1,2,,,온라인,True,논리와사고,논리와사고,기타,신탄진고
2025_2nd,신탄진고,온라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,심화수학1,심화수학1,자연·공학,신탄진고
2025_2nd,신탄진고,온라인,과학과제연구,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,과학과제연구,과학과제연구,자연·공학,신탄진고
2025_2nd,신탄진고,오프라인,체육전공실기기초,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,체육전공실기기초,체육전공실기기초,예체능,신탄진고
2025_2nd,우송고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급물리학,고급물리학,자연·공학,우송고
2025_2nd,우송고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,우송고
2025_2nd,우송고,오프라인,교육학,보통교과,생활·교양,,2,2,,,오프라인,False,교육학,교육학,인문·사회,우송고
2025_2nd,우송고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,우송고
2025_2nd,유성고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,유성고
2025_2nd,유성고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,유성고
2025_2nd,유성고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,유성고
2025_2nd,유성고,오프라인,스포츠경기실습,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,스포츠경기실습,스포츠경기실습,예체능,유성고
2025_2nd,유성고,진로선택형,파이썬으로시작하는데이터분석,비교과,자연과학,,"1, 2",해당없음(진로선택형),,,진로선택형,False,파이썬으로시작하는데이터분석,파이썬으로시작하는데이터분석,정보·AI,유성고
2025_2nd,유성생명과학고,오프라인,인간과철학,보통교과,생활·교양,,1,3,,,오프라인,False,인간과철학,인간과철학,인문·사회,유성생명과학고
2025_2nd,유성생명과학고,진로선택형,네일살롱아트,비교과,기타,,"1,2",해당없음(진로선택형),,,진로선택형,False,네일살롱아트,네일살롱아트,기타,유성생명과학고
2025_2nd,유성생명과학고,진로선택형,세계의이색면요리,비교과,기타,,"1,2",해당없음(진로선택형),,,진로선택형,False,세계의이색면요리,세계의이색면요리,기타,유성생명과학고
2025_2nd,유성생명과학고,진로선택형,베이커리실무,비교과,기타,,"1,2,3",해당없음(진로선택형),,,진로선택형,False,베이커리실무,베이커리실무,기타,유성생명과학고
2025_2nd,유성생명과학고,진로선택형,나의베이커리창업기,비교과,기타,,"1,2,3",해당없음(진로선택형),,,진로선택형,False,나의베이커리창업기,나의베이커리창업기,진로·융합,유성생명과학고
2025_2nd,유성여고,온라인,과학과제연구,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,과학과제연구,과학과제연구,자연·공학,유성여고
2025_2nd,유성여고,온라인,과학사,보통교과,탐구,,2,2,,,온라인,True,과학사,과학사,자연·공학,유성여고
2025_2nd,유성여고,온라인,문학개론,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,문학개론,문학개론,인문·사회,유성여고
2025_2nd,유성여고,온라인,융합과학탐구,전문교과,전문교과Ⅰ,,2,2,,,온라인,True,융합과학탐구,융합과학탐구,자연·공학,유성여고
2025_2nd,유성여고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,3,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,유성여고
2025_2nd,유성여고,진로선택형,자기표현을위한말하기와발표,비교과,기타,,"1, 2",해당없음(진로선택형),,,진로선택형,False,자기표현을위한말하기와발표,자기표현을위한말하기와발표,기타,유성여고
2025_2nd,중일고,오프라인,철학,보통교과,생활·교양,,2,3,,,오프라인,False,철학,철학,인문·사회,중일고
2025_2nd,중일고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,중일고
2025_2nd,중일고,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,중일고
2025_2nd,중일고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,중일고
2025_2nd,중일고,진로선택형,배드민턴실전,비교과,예체능,,"1, 2, 3",해당없음(진로선택형),,,진로선택형,False,배드민턴실전,배드민턴실전,기타,중일고
2025_2nd,청란여고,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급화학,고급화학,자연·공학,청란여고
2025_2nd,청란여고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,청란여고
2025_2nd,청란여고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,청란여고
2025_2nd,청란여고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,심화수학1,심화수학1,자연·공학,청란여고
2025_2nd,충남고등학교,오프라인,인공지능수학,보통교과,기초,,2,2,,,오프라인,False,인공지능수학,인공지능수학,정보·AI,충남고
2025_2nd,충남고등학교,오프라인,탐구기반영어글쓰기,고시_외,고시_외,,2,2,,,오프라인,False,탐구기반영어글쓰기,탐구기반영어글쓰기,제2외국어·국제,충남고
2025_2nd,충남고등학교,오프라인,현대세계의변화,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,현대세계의변화,현대세계의변화,기타,충남고
2025_2nd,충남고등학교,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제정치,국제정치,인문·사회,충남고
2025_2nd,충남고등학교,오프라인,과학과제연구,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,과학과제연구,과학과제연구,자연·공학,충남고
2025_2nd,충남고등학교,오프라인,물리세미나,고시_외,고시_외,,2,2,,,오프라인,False,물리세미나,물리세미나,자연·공학,충남고
2025_2nd,충남고등학교,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,충남고
2025_2nd,충남고등학교,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,충남고
2025_2nd,충남고등학교,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,충남고
2025_2nd,충남고등학교,오프라인,데이터과학과머신러닝,고시_외,고시_외,,2,2,,,오프라인,False,데이터과학과머신러닝,데이터과학과머신러닝,정보·AI,충남고
2025_2nd,충남고등학교,오프라인,교육의이해,보통교과,생활·교양,,1,2,,,오프라인,False,교육의이해,교육의이해,기타,충남고
2025_2nd,충남고등학교,진로선택형,개발자를위한기초선형대수학,비교과,생활·교양,,"1,2",해당없음(진로선택형),,,진로선택형,False,개발자를위한기초선형대수학,개발자를위한기초선형대수학,자연·공학,충남고
2025_2nd,충남여자고,오프라인,보건,보통교과,생활·교양,,2,2,,,오프라인,False,보건,보건,진로·융합,충남여자고
2025_2nd,충남여자고,오프라인,고급화학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급화학,고급화학,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,고급생명과학,고급생명과학,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,화학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,화학실험,화학실험,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,생명과학실험A,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,생명과학실험B,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,생명과학실험C,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,생명과학실험,생명과학실험,자연·공학,충남여자고
2025_2nd,충남여자고,오프라인,현대세계의변화,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,현대세계의변화,현대세계의변화,기타,충남여자고
2025_2nd,한밭고,오프라인,국제정치,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제정치,국제정치,인문·사회,한밭고
2025_2nd,호수돈여자고등학교,온라인,철학,보통교과,생활·교양,,2,2,,,온라인,True,철학,철학,인문·사회,호수돈여자고
2025_2nd,호수돈여자고등학교,오프라인,물리학실험,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,물리학실험,물리학실험,자연·공학,호수돈여자고
2025_2nd,호수돈여자고등학교,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,,,오프라인,False,국제경제,국제경제,인문·사회,호수돈여자고
2025_2nd,호수돈여자고등학교,오프라인,교육의이해,보통교과,생활·교양,,1,2,,,오프라인,False,교육의이해,교육의이해,기타,호수돈여자고
2025_2nd,호수돈여자고등학교,오프라인,교육학,보통교과,생활·교양,,2,2,,,오프라인,False,교육학,교육학,인문·사회,호수돈여자고
2025_2nd,호수돈여자고등학교,오프라인,상담심리의이해,고시_외,고시_외,,1,2,,,오프라인,False,상담심리의이해,상담심리의이해,기타,호수돈여자고
2025_2nd,호수돈여자고등학교,진로선택형,학습심리학,비교과,사회과학,,"1,2,3",해당없음(진로선택형),,,진로선택형,False,학습심리학,학습심리학,인문·사회,호수돈여자고
2025_2nd,호수돈여자고등학교,진로선택형,일본어및일본문화탐구,비교과,인문(어문),,"1,2,3",해당없음(진로선택형),,,진로선택형,False,일본어및일본문화탐구,일본어및일본문화탐구,제2외국어·국제,호수돈여자고
2025_2nd,호수돈여자고등학교,진로선택형,발달심리학,비교과,사회과학,,"1,2,3",해당없음(진로선택형),,,진로선택형,False,발달심리학,발달심리학,인문·사회,호수돈여자고
