학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000013195,경일고등학교,고등학교,1973-03-01,사립,본교,운영,경상북도 안동시 신안동 산6-2,경상북도 안동시 치이골길 46,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2025-10-25,36.5749621699,128.7392948606,2026-03-20
B000013530,보문고등학교,고등학교,1975-03-05,사립,본교,운영,광주광역시 광산구 운수동 308,광주광역시 광산구 어등대로529번길 37,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1538630655,126.776870489,2026-03-20
B000002807,대구내서초등학교,초등학교,1988-09-01,공립,본교,운영,대구광역시 서구 내당동 11-33,대구광역시 서구 달구벌대로371길 35,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.8638196375,128.5667600041,2026-03-20
B000007927,유림초등학교,초등학교,1932-09-26,공립,본교,운영,경상남도 함양군 유림면 화촌리 472,경상남도 함양군 유림면 천왕봉로 2927,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2025-10-25,35.4725210373,127.7930743723,2026-03-20
B000003875,호계초등학교,초등학교,1981-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 923-17,경기도 안양시 동안구 경수대로707번길 27,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-10-25,37.3842709268,126.9501231552,2026-03-20
B000005736,조치원교동초등학교,초등학교,1945-10-05,공립,본교,운영,세종특별자치시 조치원읍 교리 1-12,세종특별자치시 조치원읍 새내18길 21,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.6052279351,127.2979421862,2026-03-20
B000009920,대성중학교,중학교,1951-09-01,사립,본교,운영,충청북도 청주시 흥덕구 신봉동 171-1,충청북도 청주시 흥덕구 사운로 342,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2025-10-25,36.658032803,127.4691294464,2026-03-20
B000022777,가재울고등학교,고등학교,2013-03-01,공립,본교,운영,서울특별시 서대문구 북가좌동 476,서울특별시 서대문구 수색로 100-35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2025-10-25,37.574445874,126.9094147807,2026-03-20
B000007002,모아초등학교,초등학교,1949-12-01,공립,본교,운영,경상북도 경주시 천북면 모아리 588,경상북도 경주시 천북면 산업로 4974-5,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2025-10-25,35.9206086016,129.2466224776,2026-03-20
B000002704,반안초등학교,초등학교,2002-03-01,공립,본교,운영,부산광역시 해운대구 반여동 1164-6,부산광역시 해운대구 명장로67번길 40-42,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.20293351,129.1132301927,2026-03-20
B000024106,대구봉무초등학교,초등학교,2013-03-01,공립,본교,운영,대구광역시 동구 봉무동 1527,대구광역시 동구 팔공로53길 30,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.9258001678,128.6374377,2026-03-20
B000013540,성신고등학교,고등학교,1988-03-03,사립,본교,운영,울산광역시 중구 복산동 352-2,울산광역시 중구 성신고교길 26,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2025-10-25,35.5627065646,129.3278415305,2026-03-20
B000011399,대구공업고등학교,고등학교,1925-04-01,공립,본교,운영,대구광역시 동구 신암동 811,대구광역시 동구 대현로 135,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.883212669,128.6141702085,2026-03-20
B000002750,대구동촌초등학교,초등학교,1945-11-23,공립,본교,운영,대구광역시 동구 방촌동 1047,대구광역시 동구 동촌로 168,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.8820279409,128.6589293128,2026-03-20
B000002764,대구효동초등학교,초등학교,1990-05-17,공립,본교,운영,대구광역시 동구 효목동 212-10,대구광역시 동구 효동로 78-7,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.8841262686,128.6447693,2026-03-20
B000022623,제석초등학교,초등학교,2015-03-01,공립,본교,운영,경상남도 통영시 광도면 죽림리 1583,경상남도 통영시 광도면 신죽1길 27,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2025-10-25,34.87573861,128.4165396829,2026-03-20
B000011312,고명외식고등학교,고등학교,1956-03-01,사립,본교,운영,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2025-10-25,37.5976746822,127.0191869257,2026-03-20
B000012217,경원고등학교,고등학교,1976-03-01,사립,본교,운영,대구광역시 달서구 용산동 6,대구광역시 달서구 새방로 77,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2025-10-25,35.8654793232,128.5256790425,2026-03-20
B000008723,대진중학교,중학교,2006-03-03,공립,본교,운영,대구광역시 달서구 대곡동 1036-1,대구광역시 달서구 화암로73길 7,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2025-10-25,35.8057257504,128.5195259393,2026-03-20
B000007621,산양초등학교풍화분교장,초등학교,1941-05-02,공립,분교,운영,경상남도 통영시 산양읍 풍화리 829-3,경상남도 통영시 산양읍 풍화일주로 388,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2025-10-25,34.8267798897,128.3580467157,2026-03-20
B000008237,상명대학교사범대학부속여자중학교,중학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2025-10-25,37.6041089059,126.9551594966,2026-03-20
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2025-10-25,37.6004405635,126.9567149183,2026-03-20
B000003331,삼도초등학교,초등학교,1921-10-02,공립,본교,운영,광주광역시 광산구 도덕동 327,광주광역시 광산구 용진로 9,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1643748006,126.700855862,2026-03-20
B000009774,왕산중학교,중학교,1970-06-09,공립,본교,운영,강원특별자치도 강릉시 왕산면 도마리 325-18,강원특별자치도 강릉시 왕산면 백두대간로 2005,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2013-11-29,2025-10-25,37.6729714734,128.8367696292,2026-03-20
B000002256,서울원촌초등학교,초등학교,1979-09-01,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.5061894794,127.0125656334,2026-03-20
B000002849,대구태암초등학교,초등학교,2000-03-01,공립,본교,운영,대구광역시 북구 태전동 1076-8,대구광역시 북구 칠곡중앙대로52길 56,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.9230872798,128.5505021285,2026-03-20
B000010159,청양중학교,중학교,1931-09-01,공립,본교,운영,충청남도 청양군 청양읍 송방리 133-1,충청남도 청양군 청양읍 칠갑산로 179,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2025-10-25,36.4523246567,126.7955599813,2026-03-20
B000003409,신탄진용정초등학교,초등학교,1979-03-01,공립,본교,운영,대전광역시 대덕구 신탄진동 50,대전광역시 대덕구 대청로 65,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.4542227176,127.4360305372,2026-03-20
B000008691,복현중학교,중학교,1986-03-01,공립,본교,운영,대구광역시 북구 복현동 316-6,대구광역시 북구 동북로65길 28,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.8939410221,128.6279505727,2026-03-20
B000022832,인천한빛초등학교,초등학교,2012-05-01,공립,본교,운영,인천광역시 남동구 서창동 694,인천광역시 남동구 서창남순환로 190-28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2025-10-25,37.4241951197,126.7441353198,2026-03-20
B000004101,시흥은행초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 시흥시 은행동 545,경기도 시흥시 대은로104번길 29-10,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-10-25,37.4425862757,126.8007226555,2026-03-20
B000006816,청해초등학교,초등학교,1941-08-01,공립,본교,운영,전라남도 완도군 완도읍 장좌리 600,전라남도 완도군 완도읍 청해진로 1374,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2025-10-25,34.3594161743,126.7278074639,2026-03-20
B000025212,인천포스코고등학교,고등학교,2015-03-01,사립,본교,운영,인천광역시 연수구 송도동 15-6,인천광역시 연수구 컨벤시아대로42번길 50,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2025-10-25,37.401466006,126.6483623398,2026-03-20
B000004270,광명남초등학교,초등학교,1975-03-05,공립,본교,운영,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-10-25,37.475127085,126.8537024423,2026-03-20
B000005187,양구초등학교,초등학교,1911-04-01,공립,본교,운영,강원특별자치도 양구군 양구읍 상리 199-4,강원특별자치도 양구군 양구읍 양구새싹로 48,7801000,강원특별자치도교육청,7952000,강원특별자치도양구교육지원청,2013-11-29,2025-10-25,38.1029082347,127.9914525088,2026-03-20
B000024401,서진초등학교,초등학교,2014-03-03,공립,본교,운영,경상남도 진주시 평거동 800,경상남도 진주시 새평거로 85,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2025-10-25,35.1690196298,128.056654955,2026-03-20
B000012187,함지고등학교,고등학교,2008-03-01,공립,본교,운영,대구광역시 북구 구암동 488-3,대구광역시 북구 학정로48길 46,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.9278684091,128.5605124825,2026-03-20
B000006285,무주초등학교,초등학교,1909-09-03,공립,본교,운영,전북특별자치도 무주군 무주읍 읍내리 343,전북특별자치도 무주군 무주읍 향한로 43,8321000,전북특별자치도교육청,8412000,전북특별자치도무주교육지원청,2013-11-29,2025-10-25,36.0102783603,127.6603152276,2026-03-20
B000005218,거성초등학교,초등학교,1969-03-08,공립,본교,운영,강원특별자치도 고성군 거진읍 거진리 180,강원특별자치도 고성군 거진읍 거성길 38,7801000,강원특별자치도교육청,7972000,강원특별자치도고성교육지원청,2013-11-29,2025-10-25,38.452581078,128.4571605718,2026-03-20
B000009392,송운중학교,중학교,1996-03-01,공립,본교,운영,경기도 시흥시 정왕동 1875-4,경기도 시흥시 옥구천동로 433-11,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-10-25,37.3594106674,126.7314079689,2026-03-20
B000002531,운산초등학교,초등학교,1989-05-06,공립,본교,운영,부산광역시 남구 용호동 776,부산광역시 남구 용호로269번길 89,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2025-10-25,35.11020374,129.1152252,2026-03-20
B000012100,경남고등학교,고등학교,1942-04-30,공립,본교,운영,부산광역시 서구 동대신동3가 1-1,부산광역시 서구 망양로111번길 65,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.1201981033,129.0200403799,2026-03-20
B000002543,용호초등학교,초등학교,1964-09-22,공립,본교,운영,부산광역시 남구 용호동 75-1,부산광역시 남구 용호로42번길 94,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2025-10-25,35.1224793,129.108986,2026-03-20
B000002753,대구불로초등학교,초등학교,1984-04-06,공립,본교,운영,대구광역시 동구 불로동 1017,대구광역시 동구 방천로3길 19,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.8974803455,128.6335019624,2026-03-20
B000011009,용원중학교,중학교,2009-03-01,공립,본교,운영,경상남도 창원시 진해구 용원동 1231,경상남도 창원시 진해구 용원로77번길 16,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2025-10-25,35.099655045,128.8179931625,2026-03-20
B000011848,울산예술고등학교,고등학교,1993-03-09,사립,본교,운영,울산광역시 울주군 웅촌면 대복리 475-1,울산광역시 울주군 웅촌면 웅촌로 621-6,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2025-10-25,35.4818641003,129.2162737751,2026-03-20
B000025316,신용중학교,중학교,2014-03-01,공립,본교,운영,광주광역시 북구 신용동 672,광주광역시 북구 첨단연신로133번길 32,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.2107844988,126.860960948,2026-03-20
B000006705,송지초등학교,초등학교,1923-11-01,공립,본교,운영,전라남도 해남군 송지면 산정리 724-1,전라남도 해남군 송지면 산정1길 101,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2025-10-25,34.3689216781,126.5204055083,2026-03-20
B000009731,강원체육중학교,중학교,2005-03-02,공립,본교,운영,강원특별자치도 춘천시 송암동 산1-1,강원특별자치도 춘천시 자라우새길 126,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2025-10-25,37.8591222889,127.6948040314,2026-03-20
B000009833,봉래중학교,중학교,1982-03-05,공립,본교,운영,강원특별자치도 영월군 영월읍 덕포리 374,강원특별자치도 영월군 영월읍 중리1길 172-17,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2025-10-25,37.1816281829,128.4858655437,2026-03-20
B000012405,울산제일고등학교,고등학교,1988-03-01,사립,본교,운영,울산광역시 남구 옥동 910-1,울산광역시 남구 남부순환도로 107,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2025-10-25,35.542589439,129.2681645,2026-03-20
B000003548,울산중앙초등학교,초등학교,1972-03-11,공립,본교,운영,울산광역시 남구 신정동 592-2,울산광역시 남구 돋질로91번길 34,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2025-10-25,35.5411434445,129.3155287208,2026-03-20
B000009729,봄내중학교,중학교,1934-04-10,공립,본교,운영,강원특별자치도 춘천시 효자동 214-4,강원특별자치도 춘천시 공지로200번길 36,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2025-10-25,37.8654675365,127.7407637,2026-03-20
B000012774,육민관고등학교,고등학교,1946-03-15,사립,본교,운영,강원특별자치도 원주시 흥업면 흥업리 734,강원특별자치도 원주시 흥업면 북원로 1800,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2013-11-29,2025-10-25,37.3093635675,127.9184855026,2026-03-20
B000012412,남목고등학교,고등학교,2008-03-01,공립,본교,운영,울산광역시 동구 서부동 728,울산광역시 동구 방어진순환도로 1200,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2025-10-25,35.53801042,129.4187517,2026-03-20
B000004104,시흥장현초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 시흥시 장현동 169-6,경기도 시흥시 시청로80번길 5,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-10-25,37.3817577838,126.7991022105,2026-03-20
B000025756,인천청호초등학교,초등학교,2021-03-01,공립,본교,운영,인천광역시 서구 청라동 140-2,인천광역시 서구 청라한울로 44,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2025-10-25,37.5386448875,126.6415165316,2026-03-20
B000012388,동대전고등학교,고등학교,1983-03-10,공립,본교,운영,대전광역시 대덕구 중리동 234-3,대전광역시 대덕구 청림길 33,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3562871409,127.4236428246,2026-03-20
B000005729,복수초등학교,초등학교,1929-04-20,공립,본교,운영,충청남도 금산군 복수면 곡남리 180,충청남도 금산군 복수면 복수로 137,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2025-10-25,36.1661922455,127.3978080338,2026-03-20
B000008640,동촌중학교,중학교,1979-03-01,공립,본교,운영,대구광역시 동구 방촌동 1051-2,대구광역시 동구 동촌로 176,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.8820279409,128.6589293128,2026-03-20
B000004955,북삼초등학교,초등학교,1946-01-24,공립,본교,운영,강원특별자치도 동해시 지흥동 124-1,강원특별자치도 동해시 지양길 77,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2025-10-25,37.4956557859,129.1009681324,2026-03-20
B000009476,가림중학교,중학교,1991-03-01,공립,본교,운영,경기도 광명시 하안동 261,경기도 광명시 오리로 616,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-10-25,37.457643081,126.8796742172,2026-03-20
B000012199,대구여자고등학교,고등학교,1954-06-21,공립,본교,운영,대구광역시 수성구 범어동 238-41,대구광역시 수성구 달구벌대로488길 17,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.85650935,128.6298640457,2026-03-20
B000009369,궁내중학교,중학교,1994-03-01,공립,본교,운영,경기도 군포시 산본동 1149-5,경기도 군포시 수리산로 171,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-10-25,37.3638863554,126.9190775805,2026-03-20
B000022573,군포신기초등학교,초등학교,2012-09-01,공립,본교,운영,경기도 군포시 부곡동 1208,경기도 군포시 삼성로28번길 3,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-10-25,37.3386448693,126.932781188,2026-03-20
B000025726,아산테크노중학교,중학교,2017-03-01,공립,본교,운영,충청남도 아산시 둔포면 석곡리 1782,충청남도 아산시 둔포면 아산밸리북로 32,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2025-10-25,36.92648648,127.0518272,2026-03-20
B000012251,인천만수고등학교,고등학교,2008-03-03,공립,본교,운영,인천광역시 남동구 만수동 605-5,인천광역시 남동구 장승로 91,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2025-10-25,37.44709898,126.7422696652,2026-03-20
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2025-10-25,37.5853515242,127.0865921933,2026-03-20
B000007925,병곡초등학교,초등학교,1932-09-30,공립,본교,운영,경상남도 함양군 병곡면 송평리 80,경상남도 함양군 병곡면 휴촌길 21,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2025-10-25,35.52900882,127.690250335,2026-03-20
B000025146,별빛중학교,중학교,2016-03-01,공립,본교,운영,경상북도 영천시 고경면 해선리 240-3,경상북도 영천시 고경면 월천길 1-27,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2025-10-25,36.0023291156,129.0432454632,2026-03-20
B000012883,진천고등학교,고등학교,1977-03-05,공립,본교,운영,충청북도 진천군 진천읍 신정리 590,충청북도 진천군 진천읍 문화12길 48,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2025-10-25,36.8539549016,127.4499541749,2026-03-20
B000009840,옥동중학교,중학교,1971-01-04,공립,본교,운영,강원특별자치도 영월군 김삿갓면 옥동리 402,강원특별자치도 영월군 김삿갓면 영월동로 1664,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2025-10-25,37.12816565,128.570666751,2026-03-20
B000005098,옥동초등학교,초등학교,1925-10-01,공립,본교,운영,강원특별자치도 영월군 김삿갓면 옥동리 429,강원특별자치도 영월군 김삿갓면 영월동로 1679,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2025-10-25,37.1304805973,128.5698387468,2026-03-20
B000011177,양주중학교,중학교,1970-03-16,공립,본교,운영,경상남도 양산시 상북면 석계리 51,경상남도 양산시 상북면 양주마을2길 18,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2025-10-25,35.4151766475,129.0677567691,2026-03-20
B000009324,서천중학교,중학교,2011-03-01,공립,본교,운영,경기도 용인시 기흥구 서천동 796,경기도 용인시 기흥구 서천동로 7,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-10-25,37.2400191102,127.0758949119,2026-03-20
B000008523,성동중학교,중학교,1972-06-03,공립,본교,운영,부산광역시 남구 문현동 791,부산광역시 남구 남동천로 38,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2025-10-25,35.1399333923,129.0662634841,2026-03-20
B000006985,안강초등학교,초등학교,1946-02-01,공립,본교,운영,경상북도 경주시 안강읍 안강리 398-1,경상북도 경주시 안강읍 비화원로 34,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2025-10-25,35.9911290515,129.2291697,2026-03-20
B000002841,대구칠곡초등학교,초등학교,1912-04-01,공립,본교,운영,대구광역시 북구 읍내동 794,대구광역시 북구 칠곡중앙대로110길 5,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.9451708689,128.5517244,2026-03-20
B000008928,광주화정중학교,중학교,1979-09-01,공립,본교,운영,광주광역시 서구 화정동 647-7,광주광역시 서구 화운로 53,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1441252947,126.8823690932,2026-03-20
B000012097,혜광고등학교,고등학교,1955-03-29,사립,본교,운영,부산광역시 중구 보수동1가 2-420,부산광역시 중구 망양로259번길 5,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.1087998229,129.0246054037,2026-03-20
B000005089,봉래초등학교,초등학교,1946-05-20,공립,본교,운영,강원특별자치도 영월군 영월읍 덕포리 557,강원특별자치도 영월군 영월읍 중앙로 168-17,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2025-10-25,37.1771174715,128.4749780677,2026-03-20
B000009832,영월중학교,중학교,1946-09-18,공립,본교,운영,강원특별자치도 영월군 영월읍 영흥리 716-1,강원특별자치도 영월군 영월읍 오무개길 51,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2025-10-25,37.1905944289,128.4711873761,2026-03-20
B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.4894421483,127.1110273898,2026-03-20
B000022744,모전중학교,중학교,2014-03-01,공립,본교,운영,부산광역시 기장군 정관읍 모전리 720,부산광역시 기장군 정관읍 정관1로 9,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.3381187313,129.1621538,2026-03-20
B000009788,상장중학교,중학교,1983-12-31,공립,본교,운영,강원특별자치도 태백시 황지동 123,강원특별자치도 태백시 태백로 1221,7801000,강원특별자치도교육청,7852000,강원특별자치도태백교육지원청,2013-11-29,2025-10-25,37.1506861111,128.9921216823,2026-03-20
B000005015,맹방초등학교,초등학교,1946-12-12,공립,본교,운영,강원특별자치도 삼척시 근덕면 상맹방리 171-2,강원특별자치도 삼척시 근덕면 삼척로 3884-4,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2013-11-29,2025-10-25,37.3985267608,129.2127768063,2026-03-20
B000009803,미로중학교,중학교,1971-04-21,공립,본교,운영,강원특별자치도 삼척시 미로면 하거노리 449,강원특별자치도 삼척시 미로면 강원남부로 3907,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2013-11-29,2025-10-25,37.4104154106,129.1038914526,2026-03-20
B000002295,서울신구초등학교,초등학교,1981-11-03,공립,본교,운영,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.52336057,127.0239924,2026-03-20
B000007934,거창초등학교,초등학교,1907-06-01,공립,본교,운영,경상남도 거창군 거창읍 중앙리 311,경상남도 거창군 거창읍 아림로 48,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2025-10-25,35.687531603,127.9100891506,2026-03-20
B000008561,동래여자중학교,중학교,1895-10-15,사립,본교,운영,부산광역시 금정구 구서동 67,부산광역시 금정구 체육공원로 20,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.2470423418,129.0981971987,2026-03-20
B000003295,유안초등학교,초등학교,1991-03-01,공립,본교,운영,광주광역시 남구 봉선동 124,광주광역시 남구 봉선로175번길 16,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.125485398,126.9146862351,2026-03-20
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2025-10-25,37.6135762311,127.0924084885,2026-03-20
B000002770,영신초등학교,초등학교,1965-03-10,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.9200042205,128.6464240151,2026-03-20
B000005687,서령초등학교,초등학교,1948-09-01,공립,본교,운영,충청남도 서산시 죽성동 77-2,충청남도 서산시 남부순환로 749,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2025-10-25,36.7442166462,126.4470036283,2026-03-20
B000008630,동아중학교,중학교,1946-03-10,사립,본교,운영,부산광역시 수영구 광안동 1222-23,부산광역시 수영구 호암로 55,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.1567809228,129.1069839794,2026-03-20
B000004967,통리초등학교,초등학교,1955-03-01,공립,본교,운영,강원특별자치도 태백시 통동 69-8,강원특별자치도 태백시 통골2길 9,7801000,강원특별자치도교육청,7852000,강원특별자치도태백교육지원청,2013-11-29,2025-10-25,37.1667352748,129.0354652161,2026-03-20
B000011355,단국대학교부속소프트웨어고등학교,고등학교,1941-05-25,사립,본교,운영,서울특별시 강남구 대치동 1013,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.49562483,127.0577682,2026-03-20
B000008256,방산중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.5093728737,127.1218756115,2026-03-20
B000008365,봉은중학교,중학교,1986-03-01,공립,본교,운영,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.51897667,127.0623894,2026-03-20
B000003396,대전대화초등학교,초등학교,1982-11-25,공립,본교,운영,대전광역시 대덕구 대화동 244-5,대전광역시 대덕구 대화로 242-36,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3626922107,127.411344133,2026-03-20
B000023141,도담고등학교,고등학교,2013-03-01,공립,본교,운영,세종특별자치시 도담동 642,세종특별자치시 보듬4로 41,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.51420716,127.2634446,2026-03-20
