학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000010429,목포홍일중학교,중학교,1945-12-06,사립,본교,운영,전라남도 목포시 죽교동 580-6,전라남도 목포시 북항로 88,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2025-10-25,34.80223621,126.3755128,2026-03-20
B000023083,한홀초등학교,초등학교,2016-04-22,공립,본교,운영,경기도 하남시 풍산동 483,경기도 하남시 미사강변서로 68,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-10-25,37.55637026,127.1853151989,2026-03-20
B000009906,서현중학교,중학교,2009-03-01,공립,본교,운영,충청북도 청주시 흥덕구 가경동 2066,충청북도 청주시 흥덕구 서현중로 10,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2025-10-25,36.6198910133,127.4313027653,2026-03-20
B000011261,한림여자중학교,중학교,1964-03-09,공립,본교,운영,제주특별자치도 제주시 한림읍 한림리 1490,제주특별자치도 제주시 한림읍 한림로 604,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2025-10-25,33.41031345,126.2597361,2026-03-20
B000003376,대전문성초등학교,초등학교,1988-03-01,공립,본교,운영,대전광역시 중구 산성동 36-1,대전광역시 중구 유등천동로292번길 89-14,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3086759066,127.3908175373,2026-03-20
B000023000,이화초등학교,초등학교,1960-04-01,공립,본교,운영,충청남도 논산시 채운면 심암리 351,충청남도 논산시 채운면 채운로 350,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2025-10-25,36.1509852465,127.0719046686,2026-03-20
B000004529,덕은초등학교,초등학교,1936-04-18,공립,본교,운영,경기도 고양시 덕양구 화전동 274-6,경기도 고양시 덕양구 중앙로176번길 18-4,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-10-25,37.6033260091,126.872712709,2026-03-20
B000004972,동점초등학교,초등학교,1947-02-10,공립,본교,운영,강원특별자치도 태백시 동점동 60-1,강원특별자치도 태백시 방터골1길 59,7801000,강원특별자치도교육청,7852000,강원특별자치도태백교육지원청,2013-11-29,2025-10-25,37.100575636,129.0498648756,2026-03-20
B000027502,삼례동초등학교,초등학교,1949-11-05,공립,본교,운영,전북특별자치도 완주군 삼례읍 수계리 1225-2,전북특별자치도 완주군 삼례읍 삼봉4로 9,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2025-10-25,35.9224878685,127.1177604,2026-03-20
B000013332,진서고등학교,고등학교,1981-11-25,공립,본교,운영,경상남도 진주시 수곡면 대천리 226-1,경상남도 진주시 수곡면 옥수로 625,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2025-10-25,35.1981312504,127.9275028861,2026-03-20
B000007438,울릉초등학교,초등학교,1910-11-18,공립,본교,운영,경상북도 울릉군 울릉읍 도동리 232-11,경상북도 울릉군 울릉읍 도동길 172,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,2025-10-25,37.4861594575,130.9027320485,2026-03-20
B000030300,금오초등학교,초등학교,2020-03-01,공립,본교,운영,경상남도 양산시 동면 석산리 1448-1,경상남도 양산시 동면 금오16길 97,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2025-10-25,35.3220422246,129.0277629767,2026-03-20
B000011229,웅양중학교,중학교,1955-09-20,공립,본교,운영,경상남도 거창군 웅양면 노현리 488-1,경상남도 거창군 웅양면 원촌3길 39-13,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2025-10-25,35.8057754388,127.9164553685,2026-03-20
B000008907,용두중학교,중학교,2009-03-01,공립,본교,운영,광주광역시 북구 용두동 1090,광주광역시 북구 하서로483번길 48,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.215771011,126.8752461201,2026-03-20
B000026183,서울항동초등학교,초등학교,2019-03-01,공립,본교,운영,서울특별시 구로구 항동 160-3,서울특별시 구로구 연동로 178,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2025-10-25,37.47718813,126.8239832,2026-03-20
B000003817,오정초등학교,초등학교,1932-04-06,공립,본교,운영,경기도 부천시 오정구 원종동 247,경기도 부천시 오정구 소사로794번길 48,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-10-25,37.52717104,126.8075305064,2026-03-20
B000013002,원광고등학교,고등학교,1954-02-23,사립,본교,운영,전북특별자치도 익산시 부송동 9-4,전북특별자치도 익산시 무왕로31길 139,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2025-10-25,35.973229749,127.0022827423,2026-03-20
B000012328,송원여자고등학교,고등학교,1974-01-09,사립,본교,운영,광주광역시 남구 송하동 365-7,광주광역시 남구 송암로 73,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1081845053,126.8732664426,2026-03-20
B000012906,공주대학교사범대학부설고등학교,고등학교,1953-04-15,국립,본교,운영,충청남도 공주시 반죽동 322-1,충청남도 공주시 봉황로 75,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2025-10-25,36.4527666531,127.1197907264,2026-03-20
B000008963,신가중학교,중학교,2004-03-02,공립,본교,운영,광주광역시 광산구 신창동 1108-4,광주광역시 광산구 신창로 26,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1876840987,126.8378470893,2026-03-20
B000002555,안민초등학교,초등학교,1998-09-01,공립,본교,운영,부산광역시 동래구 낙민동 85-10,부산광역시 동래구 온천천로381번길 19,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.194029133,129.0937899151,2026-03-20
B000010292,진경여자중학교,중학교,1965-03-01,사립,본교,운영,전북특별자치도 익산시 황등면 동연리 620,전북특별자치도 익산시 황등면 황등서로 104,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2025-10-25,36.0012787578,126.9327919305,2026-03-20
B000022879,목포부주초등학교,초등학교,2016-03-01,공립,본교,운영,전라남도 목포시 옥암동 1317,전라남도 목포시 남악2로22번길 37,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2025-10-25,34.8087530353,126.4569739,2026-03-20
B000001900,서울상신초등학교,초등학교,1982-07-07,공립,본교,운영,서울특별시 은평구 신사동 230-11,서울특별시 은평구 가좌로 361,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2025-10-25,37.5975537179,126.9046048863,2026-03-20
B000009486,광일중학교,중학교,1981-04-23,공립,본교,운영,경기도 광주시 도척면 노곡리 241-2,경기도 광주시 도척면 노곡로 32,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-10-25,37.3037416482,127.3307933871,2026-03-20
B000005847,가남초등학교,초등학교,1940-09-01,공립,본교,운영,충청남도 청양군 비봉면 록평리 29,충청남도 청양군 비봉면 충절로 1962-7,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2025-10-25,36.5165824341,126.7888904032,2026-03-20
B000012483,부천북고등학교,고등학교,1986-03-01,공립,본교,운영,경기도 부천시 원미구 도당동 54,경기도 부천시 원미구 삼작로256번길 40,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-10-25,37.51845054,126.7890343,2026-03-20
B000006345,무장초등학교,초등학교,1910-03-01,공립,본교,운영,전북특별자치도 고창군 무장면 무장리 21-1,전북특별자치도 고창군 무장면 무장초등길 24,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2013-11-29,2025-10-25,35.4144016821,126.56447722,2026-03-20
B000003198,광주장원초등학교,초등학교,1974-03-07,공립,본교,운영,광주광역시 동구 산수동 102,광주광역시 동구 무등로 533,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.1577893059,126.9377323,2026-03-20
B000005268,봉정초등학교,초등학교,1991-03-01,공립,본교,운영,충청북도 청주시 흥덕구 봉명동 2141,충청북도 청주시 흥덕구 월명로140번길 37,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2025-10-25,36.6479062491,127.4569031257,2026-03-20
B000010353,화산중학교,중학교,1970-03-01,사립,본교,운영,전북특별자치도 완주군 화산면 화평리 683-2,전북특별자치도 완주군 화산면 화산로 874,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2025-10-25,36.0352661411,127.1981792048,2026-03-20
B000003165,인천당하초등학교,초등학교,1999-09-01,공립,본교,운영,인천광역시 서구 당하동 1107-1,인천광역시 서구 청마로 144,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2025-10-25,37.59005774,126.6776991,2026-03-20
B000003372,대전글꽃초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 중구 문화동 1-258,대전광역시 중구 계룡로918번길 97,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3190435734,127.4103557511,2026-03-20
B000006180,남원노암초등학교,초등학교,1970-03-02,공립,본교,운영,전북특별자치도 남원시 노암동 270,전북특별자치도 남원시 여수길 14,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2013-11-29,2025-10-25,35.3959492779,127.3764888458,2026-03-20
B000022954,노성중학교,중학교,1964-03-31,공립,본교,운영,충청남도 논산시 노성면 교촌리 62,충청남도 논산시 노성면 노성로 602-5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2025-10-25,36.2774839146,127.1338082271,2026-03-20
B000002664,학진초등학교,초등학교,1988-03-01,공립,본교,운영,부산광역시 사상구 엄궁동 25-21,부산광역시 사상구 대동로 34-16,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2025-10-25,35.13302673,128.9751445167,2026-03-20
B000006023,전주오송초등학교,초등학교,2008-03-01,공립,본교,운영,전북특별자치도 전주시 덕진구 송천동2가 179-23,전북특별자치도 전주시 덕진구 천마산로 87,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.8659790459,127.1304116343,2026-03-20
B000011983,신도고등학교,고등학교,2011-03-01,공립,본교,운영,서울특별시 은평구 진관동 243-1,서울특별시 은평구 통일로 961,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2025-10-25,37.6291325083,126.918748609,2026-03-20
B000003564,옥산초등학교,초등학교,2002-05-06,공립,본교,운영,울산광역시 남구 무거동 480,울산광역시 남구 옥현로60번길 7,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2025-10-25,35.5418844949,129.2627941651,2026-03-20
B000002678,운송초등학교,초등학교,1981-03-01,공립,본교,운영,부산광역시 해운대구 반송동 683-1,부산광역시 해운대구 반송로 839,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.2286372009,129.1460873357,2026-03-20
B000002104,서울충무초등학교,초등학교,1956-03-24,공립,본교,운영,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2025-10-25,37.56194948,127.0012351,2026-03-20
B000005048,삼생초등학교,초등학교,1941-10-02,공립,본교,운영,강원특별자치도 홍천군 서석면 생곡리 683-1,강원특별자치도 홍천군 서석면 구룡령로 2933,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2013-11-29,2025-10-25,37.700458275,128.2264766568,2026-03-20
B000001851,서울홍파초등학교,초등학교,1960-07-05,공립,본교,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2025-10-25,37.58622252,127.0395198604,2026-03-20
B000002597,연일초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 연제구 연산동 1016,부산광역시 연제구 고분로 126-4,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.1843197256,129.0954537312,2026-03-20
B000023121,옥길새길중학교,중학교,2025-03-01,공립,본교,운영,경기도 부천시 소사구 옥길동 712-2,경기도 부천시 소사구 양지로166번길 45,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-11-06,37.467623602,126.8186476,2026-03-20
B000003464,유성초등학교,초등학교,1927-06-07,공립,본교,운영,대전광역시 유성구 장대동 155,대전광역시 유성구 장대로71번길 12,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3625912926,127.3327354373,2026-03-20
B000010230,전주중학교,중학교,1982-03-15,공립,본교,운영,전북특별자치도 전주시 덕진구 송천동1가 395-26,전북특별자치도 전주시 덕진구 솔내5길 9,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.85787171,127.1227172327,2026-03-20
B000003185,하점초등학교,초등학교,1922-07-03,공립,본교,운영,인천광역시 강화군 하점면 신봉리 638-1,인천광역시 강화군 하점면 강화대로 1190,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2025-10-25,37.77369223,126.4141874,2026-03-20
B000013075,여수충무고등학교,고등학교,2006-03-03,공립,본교,운영,전라남도 여수시 미평동 204,전라남도 여수시 미평7길 16,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2025-10-25,34.7714283234,127.711023282,2026-03-20
B000006396,목포영산초등학교,초등학교,2011-03-02,공립,본교,운영,전라남도 목포시 옥암동 1308,전라남도 목포시 남악1로16번길 25,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2025-10-25,34.8080460089,126.4499952344,2026-03-20
B000003763,이매초등학교,초등학교,1993-05-01,공립,본교,운영,경기도 성남시 분당구 이매동 112,경기도 성남시 분당구 양현로 146,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-10-25,37.3972101399,127.1264931517,2026-03-20
B000005974,전주용와초등학교,초등학교,2006-03-01,공립,본교,운영,전북특별자치도 전주시 완산구 삼천동1가 305-43,전북특별자치도 전주시 완산구 장승배기로 14,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.7912193176,127.1147100944,2026-03-20
B000011152,대산중학교,중학교,1952-05-08,사립,본교,운영,경상남도 함안군 대산면 평림리 955,경상남도 함안군 대산면 대산중앙로 102-2,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2025-10-25,35.3479569297,128.4392205724,2026-03-20
B000013212,구미제일고등학교,고등학교,1984-12-20,사립,본교,운영,경상북도 구미시 지산동 산15,경상북도 구미시 선산대로 129,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2025-10-25,36.1424567344,128.3459186351,2026-03-20
B000008389,대방중학교,중학교,1973-03-03,공립,본교,운영,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2025-10-25,37.49543678,126.9130162,2026-03-20
B000009857,화동중학교,중학교,1954-11-01,공립,본교,운영,강원특별자치도 정선군 화암면 화암리 386,강원특별자치도 정선군 화암면 그림바위길 50,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2013-11-29,2025-10-25,37.3396497732,128.7872644889,2026-03-20
B000008262,잠신중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.51613937,127.087802,2026-03-20
B000007049,안동용상초등학교,초등학교,1962-12-10,공립,본교,운영,경상북도 안동시 용상동 1176-1,경상북도 안동시 경동로 900,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2025-10-25,36.5577236548,128.7528721897,2026-03-20
B000006256,남관초등학교,초등학교,1955-04-01,공립,본교,운영,전북특별자치도 완주군 상관면 용암리 405,전북특별자치도 완주군 상관면 마자길 7,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2025-10-25,35.7233146133,127.2336337911,2026-03-20
B000003831,부천부안초등학교,초등학교,1982-03-02,공립,본교,운영,경기도 부천시 소사구 괴안동 103,경기도 부천시 소사구 경인로484번길 75,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-10-25,37.48004873,126.811963742,2026-03-20
B000006388,목포용호초등학교,초등학교,1970-03-25,공립,본교,운영,전라남도 목포시 용당동 1028-7,전라남도 목포시 용당로 139,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2025-10-25,34.79969579,126.4009368,2026-03-20
B000008658,대구동부중학교,중학교,1980-03-01,공립,본교,운영,대구광역시 수성구 만촌동 645-1,대구광역시 수성구 화랑로32길 74,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.872515998,128.6442074387,2026-03-20
B000003301,광주송원초등학교,초등학교,1965-02-24,사립,본교,운영,광주광역시 남구 송하동 365-7,광주광역시 남구 송암로 73,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1081845053,126.8732664426,2026-03-20
B000012921,아산스마트팩토리마이스터고등학교,고등학교,1976-03-10,공립,본교,운영,충청남도 아산시 둔포면 둔포리 235,충청남도 아산시 둔포면 둔포중앙로133번길 42,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2025-10-25,36.9290758644,127.0436616133,2026-03-20
B000008335,화곡중학교,중학교,1974-01-05,사립,본교,운영,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5484055956,126.8326573072,2026-03-20
B000007681,이작초등학교,초등학교,1936-04-28,공립,본교,운영,경상남도 김해시 생림면 생철리 1104,경상남도 김해시 생림면 마사로241번길 12,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2025-10-25,35.3606838439,128.8370608374,2026-03-20
B000013493,영도여자고등학교,고등학교,1976-03-01,공립,본교,운영,부산광역시 영도구 동삼동 514-13,부산광역시 영도구 중리북로21번길 42,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.0735280615,129.0659942038,2026-03-20
B000027405,평택화양중학교,중학교,2025-09-01,공립,본교,운영,경기도 평택시 안중읍 현화리 761,경기도 평택시 현덕면 화양현화1로 70,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-11-10,36.9850908564,126.9066609553,2026-03-20
B000007972,삼양초등학교,초등학교,1939-09-01,공립,본교,운영,제주특별자치도 제주시 삼양이동 2181-28,제주특별자치도 제주시 지석14길 7,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2025-10-25,33.5208591334,126.5858905876,2026-03-20
B000023887,장기중학교,중학교,1970-03-06,공립,본교,운영,세종특별자치시 장군면 하봉리 37-1,세종특별자치시 장군면 장척로 359,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.4938836,127.2017261,2026-03-20
B000006216,벽량초등학교,초등학교,1936-06-29,공립,본교,운영,전북특별자치도 김제시 부량면 대평리 66,전북특별자치도 김제시 부량면 대평2길 99,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2025-10-25,35.7301414791,126.8481832068,2026-03-20
B000012347,운남고등학교,고등학교,2003-03-01,공립,본교,운영,광주광역시 광산구 운남동 794-2,광주광역시 광산구 임방울대로165번길 17,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.17542994,126.8163057307,2026-03-20
B000012121,혜화여자고등학교,고등학교,1955-04-05,사립,본교,운영,부산광역시 동래구 명장동 산13,부산광역시 동래구 명장로99번길 23,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.2031558911,129.11156149,2026-03-20
B000007022,금릉초등학교,초등학교,1926-05-25,공립,본교,운영,경상북도 김천시 삼락동 328,경상북도 김천시 구읍길 57,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2025-10-25,36.1395242731,128.0920275537,2026-03-20
B000010740,문성중학교,중학교,1969-03-03,사립,본교,운영,경상북도 김천시 지좌동 601,경상북도 김천시 영남대로 1992-3,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2025-10-25,36.1184459467,128.1468768802,2026-03-20
B000005906,창기초등학교,초등학교,1949-09-01,공립,본교,운영,충청남도 태안군 안면읍 창기리 341,충청남도 태안군 안면읍 황도로 72,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2025-10-25,36.5796993317,126.3380062,2026-03-20
B000005606,신풍초등학교,초등학교,1927-06-10,공립,본교,운영,충청남도 공주시 신풍면 산정리 191,충청남도 공주시 신풍면 신풍길 50-11,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2025-10-25,36.5177084065,126.9524390223,2026-03-20
B000012057,상문고등학교,고등학교,1973-03-01,사립,본교,운영,서울특별시 서초구 방배동 1000-1,서울특별시 서초구 명달로 45,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.4797554326,127.0039168196,2026-03-20
B000009129,광교중학교,중학교,2011-09-01,공립,본교,운영,경기도 수원시 영통구 이의동 1207,경기도 수원시 영통구 웰빙타운로 55,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-10-25,37.3045250302,127.044661,2026-03-20
B000002553,안진초등학교,초등학교,2006-03-01,공립,본교,운영,부산광역시 동래구 안락동 1252,부산광역시 동래구 안남로 63,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.19474685,129.0991925202,2026-03-20
B000010084,탕정중학교,중학교,2009-04-02,공립,본교,운영,충청남도 아산시 탕정면 명암리 852,충청남도 아산시 탕정면 탕정면로 53-40,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2025-10-25,36.80257362,127.0638757,2026-03-20
B000003934,대남초등학교,초등학교,1961-04-01,공립,본교,운영,경기도 안산시 단원구 대부남동 1066-123,경기도 안산시 단원구 대남로 298,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-10-25,37.2195971271,126.5753820055,2026-03-20
B000011338,화곡보건경영고등학교,고등학교,1987-03-01,사립,본교,운영,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5484055956,126.8326573072,2026-03-20
B000003278,화개초등학교,초등학교,1999-11-01,공립,본교,운영,광주광역시 서구 금호동 820,광주광역시 서구 화개중앙로 48,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1251937245,126.856988797,2026-03-20
B000010738,김천석천중학교,중학교,1946-10-10,사립,본교,운영,경상북도 김천시 황금동 67,경상북도 김천시 남산공원길 128,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2025-10-25,36.117573949,128.1220534,2026-03-20
B000002676,센텀초등학교,초등학교,2006-03-01,공립,본교,운영,부산광역시 해운대구 재송동 1198,부산광역시 해운대구 센텀중앙로 166,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.1811406295,129.1219391921,2026-03-20
B000006420,여수구봉초등학교,초등학교,1982-03-03,공립,본교,운영,전라남도 여수시 국동 823,전라남도 여수시 구봉산길 51,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2025-10-25,34.7365430116,127.7148959779,2026-03-20
B000003676,매여울초등학교,초등학교,2009-09-01,공립,본교,운영,경기도 수원시 팔달구 인계동 385,경기도 수원시 팔달구 권광로260번길 20,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-10-25,37.27057611,127.0370178718,2026-03-20
B000002691,재송초등학교,초등학교,1982-04-28,공립,본교,운영,부산광역시 해운대구 재송동 1120-3,부산광역시 해운대구 재반로64번길 33,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.1864376731,129.1277656319,2026-03-20
B000003233,광주풍향초등학교,초등학교,1980-04-21,공립,본교,운영,광주광역시 북구 두암동 800,광주광역시 북구 군왕로51번길 77,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.1672729002,126.9276114799,2026-03-20
B000002247,서울등명초등학교,초등학교,1995-09-01,공립,본교,운영,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5608944504,126.8423822268,2026-03-20
B000026470,인천이음초등학교,초등학교,2022-09-01,공립,본교,운영,인천광역시 서구 원당동 1016-5,인천광역시 서구 이음1로 447,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2025-10-25,37.5987693,126.7126820572,2026-03-20
B000002359,서울성수초등학교,초등학교,1972-12-01,공립,본교,운영,서울특별시 성동구 성수동2가 277-32,서울특별시 성동구 아차산로17길 21,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2025-10-25,37.54433609,127.0631674,2026-03-20
B000009035,대전탄방중학교,중학교,1992-03-05,공립,본교,운영,대전광역시 서구 둔산동 1512,대전광역시 서구 문정로 181,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3504428704,127.3943870094,2026-03-20
B000007872,해양초등학교,초등학교,1966-05-07,공립,본교,운영,경상남도 남해군 남해읍 남변리 461-3,경상남도 남해군 남해읍 화전로 25,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2025-10-25,34.8341451102,127.8951900648,2026-03-20
B000011935,광남고등학교,고등학교,1986-05-13,공립,본교,운영,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2025-10-25,37.5415147232,127.101213923,2026-03-20
B000013126,해남고등학교,고등학교,1946-11-01,공립,본교,운영,전라남도 해남군 해남읍 구교리 283,전라남도 해남군 해남읍 명문길 7,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2025-10-25,34.57669909,126.5950833,2026-03-20
B000007968,하귀일초등학교,초등학교,2012-03-01,공립,본교,운영,제주특별자치도 제주시 애월읍 하귀1리 158-1,제주특별자치도 제주시 애월읍 하귀9길 42,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2025-10-25,33.4839019725,126.4151796878,2026-03-20
B000007910,단계초등학교,초등학교,1922-04-26,공립,본교,운영,경상남도 산청군 신등면 단계리 663,경상남도 산청군 신등면 신차로 514,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2013-11-29,2025-10-25,35.3790632882,128.010088877,2026-03-20
B000006017,전주금평초등학교,초등학교,1982-09-01,공립,본교,운영,전북특별자치도 전주시 덕진구 인후동2가 1536,전북특별자치도 전주시 덕진구 명주3길 16,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.8433282017,127.1467912036,2026-03-20
B000004444,가남초등학교,초등학교,1922-07-11,공립,본교,운영,경기도 여주시 가남읍 태평리 74-1,경기도 여주시 가남읍 태평4길 2,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-10-25,37.2052881122,127.5475998984,2026-03-20
