episode,reward,step_reward_sum,value_loss,mean_advantage,loss,selected_count,best_reward
120,21.283344834341886,21.283344834341886,62.456809997558594,-2.496629238128662,-127.4981689453125,10,43.49688153946998
121,40.126224914595035,40.126224914595035,221.15237426757812,6.9779863357543945,570.4363403320312,10,43.49688153946998
122,21.093967089923748,21.093967089923748,61.48041534423828,-1.6950404644012451,-70.78730773925781,10,43.49688153946998
123,21.99277823399605,21.99277823399605,57.353981018066406,-1.6096699237823486,-66.34716796875,10,43.49688153946998
124,21.090157391635852,21.090157391635852,67.14924621582031,-2.1672749519348145,-90.47362518310547,10,43.49688153946998
125,39.58281249840633,39.58281249840633,220.07272338867188,4.247841835021973,425.13372802734375,10,43.49688153946998
126,22.33399239611157,22.33399239611157,47.803226470947266,-0.7768286466598511,-15.83954906463623,10,43.49688153946998
127,21.957432316804862,21.957432316804862,80.15394592285156,-3.870661497116089,-185.20697021484375,10,43.49688153946998
128,18.55486562809558,18.55486562809558,67.00926208496094,-4.4871506690979,-250.15370178222656,10,43.49688153946998
129,20.93857731889468,20.93857731889468,64.44795989990234,-1.9566940069198608,-83.6634292602539,10,43.49688153946998
130,22.02456821774491,22.02456821774491,38.732093811035156,-1.0445209741592407,-50.511802673339844,10,43.49688153946998
131,22.02032929749072,22.02032929749072,52.37677764892578,-2.158046245574951,-102.84477233886719,10,43.49688153946998
132,21.212412364931108,21.212412364931108,58.45294189453125,-2.763409376144409,-140.7769012451172,10,43.49688153946998
133,39.33956345322989,39.33956345322989,222.84701538085938,11.927886962890625,906.316650390625,10,43.49688153946998
134,22.36416687746341,22.36416687746341,65.60247039794922,-1.7045698165893555,-65.61410522460938,10,43.49688153946998
135,39.08147758858222,39.08147758858222,177.02716064453125,11.828529357910156,858.235107421875,10,43.49688153946998
136,21.363504661277396,21.363504661277396,52.6891975402832,-2.4613606929779053,-137.98744201660156,10,43.49688153946998
137,36.92518295187691,36.92518295187691,147.61392211914062,10.90492057800293,782.68798828125,10,43.49688153946998
138,37.62879475601186,37.62879475601186,139.1563720703125,9.462570190429688,696.5438232421875,10,43.49688153946998
139,21.461787355419442,21.461787355419442,59.598793029785156,-2.3430938720703125,-113.26348114013672,10,43.49688153946998
140,36.84841608552972,36.84841608552972,197.31692504882812,9.090487480163574,712.7816162109375,10,43.49688153946998
141,38.73631045288306,38.73631045288306,258.66375732421875,8.652090072631836,725.1632080078125,10,43.49688153946998
142,37.53198053928113,37.53198053928113,187.08566284179688,9.038976669311523,713.472412109375,10,43.49688153946998
143,21.679036590964433,21.679036590964433,55.13257598876953,-0.9668167233467102,-19.792905807495117,10,43.49688153946998
144,27.137127695891948,27.137127695891948,77.06040954589844,-0.016413593664765358,50.292049407958984,10,43.49688153946998
145,21.61276637030166,21.61276637030166,46.64267349243164,-1.0434199571609497,-38.29254913330078,10,43.49688153946998
146,20.346308230372756,20.346308230372756,51.932899475097656,-2.7093513011932373,-139.92312622070312,10,43.49688153946998
147,21.527912506318067,21.527912506318067,64.28373718261719,-3.881352186203003,-203.10272216796875,10,43.49688153946998
148,37.79467373697812,37.79467373697812,212.9680633544922,6.250269412994385,535.7800903320312,10,43.49688153946998
149,22.503547840713733,22.503547840713733,50.0042839050293,-0.3640991747379303,19.559770584106445,10,43.49688153946998
150,20.77719475883095,20.77719475883095,61.2676887512207,-4.011599540710449,-221.21580505371094,10,43.49688153946998
151,23.298199869344927,23.298199869344927,63.77766036987305,-1.3747787475585938,-43.62739944458008,10,43.49688153946998
152,36.98187983061064,36.98187983061064,197.8816680908203,7.943068027496338,632.4796142578125,10,43.49688153946998
153,22.76934652273743,22.76934652273743,57.962852478027344,-1.651690125465393,-64.28660583496094,10,43.49688153946998
154,35.83225071665367,35.83225071665367,121.40106201171875,9.756261825561523,704.4827270507812,10,43.49688153946998
155,22.186308119876205,22.186308119876205,59.33745193481445,-1.8665233850479126,-72.68360137939453,10,43.49688153946998
156,21.915672244827675,21.915672244827675,55.1886100769043,-1.7783172130584717,-85.61063385009766,10,43.49688153946998
157,36.38679726106903,36.38679726106903,199.9535369873047,5.543274402618408,467.0303039550781,10,43.49688153946998
158,38.65354941872253,38.65354941872253,184.37672424316406,8.703577995300293,664.8955688476562,10,43.49688153946998
159,19.08782569216399,19.08782569216399,59.09952926635742,-4.2624101638793945,-260.8044738769531,10,43.49688153946998
160,25.983103957366428,25.983103957366428,39.02449035644531,0.9785372018814087,91.15265655517578,10,43.49688153946998
161,20.550322543408807,20.550322543408807,35.50642776489258,-1.6418867111206055,-89.15740966796875,10,43.49688153946998
162,23.05808219771171,23.05808219771171,62.26543045043945,-2.4119553565979004,-100.63367462158203,10,43.49688153946998
163,25.763864916983405,25.763864916983405,34.02865219116211,0.9621778726577759,80.05859375,10,43.49688153946998
164,22.750376224885787,22.750376224885787,60.274688720703125,-2.7860779762268066,-133.58677673339844,10,43.49688153946998
165,39.04341141617991,39.04341141617991,185.48536682128906,12.717081069946289,928.7984619140625,10,43.49688153946998
166,22.900604205185953,22.900604205185953,55.00818634033203,-2.7600436210632324,-133.9264678955078,10,43.49688153946998
167,37.633076058857704,37.633076058857704,206.4447021484375,5.740065574645996,490.1951599121094,10,43.49688153946998
168,25.03715313841603,25.03715313841603,50.3050422668457,0.1828794926404953,54.488494873046875,10,43.49688153946998
169,36.178010584114155,36.178010584114155,179.84291076660156,7.282675266265869,578.2672119140625,10,43.49688153946998
170,35.82266346654893,35.82266346654893,146.95663452148438,11.548482894897461,841.119384765625,10,43.49688153946998
171,41.24995095280898,41.24995095280898,197.21299743652344,4.76852560043335,415.0421142578125,10,43.49688153946998
172,21.761500648607473,21.761500648607473,47.8943977355957,-2.481552839279175,-123.82177734375,10,43.49688153946998
173,19.861642422500395,19.861642422500395,40.382347106933594,-2.665947437286377,-156.67982482910156,10,43.49688153946998
174,38.169942638955774,38.169942638955774,178.09996032714844,8.06863784790039,624.5208129882812,10,43.49688153946998
175,36.42906029354336,36.42906029354336,147.5989532470703,9.174235343933105,661.0580444335938,10,43.49688153946998
176,38.312864935398345,38.312864935398345,150.81903076171875,9.239663124084473,659.46484375,10,43.49688153946998
177,38.09582560034059,38.09582560034059,150.11874389648438,9.372109413146973,689.9638061523438,10,43.49688153946998
178,38.59697565032537,38.59697565032537,189.40713500976562,9.524171829223633,711.6452026367188,10,43.49688153946998
179,39.27290957923817,39.27290957923817,157.9845428466797,6.073667049407959,474.5160217285156,10,43.49688153946998
180,39.60627923676633,39.60627923676633,162.14224243164062,9.845273971557617,719.59033203125,10,43.49688153946998
181,38.58464329859513,38.58464329859513,204.39141845703125,5.971809387207031,529.9314575195312,10,43.49688153946998
182,39.214232291349994,39.214232291349994,194.90762329101562,4.4884114265441895,407.6469421386719,10,43.49688153946998
183,35.67030529544829,35.67030529544829,125.44639587402344,5.92216157913208,450.8587341308594,10,43.49688153946998
184,37.16186246516116,37.16186246516116,119.28328704833984,7.600250244140625,551.7333984375,10,43.49688153946998
185,21.847422978392483,21.847422978392483,46.61946105957031,-2.520150661468506,-128.22122192382812,10,43.49688153946998
186,21.12580895806107,21.12580895806107,62.37822341918945,-4.796813011169434,-271.3175964355469,10,43.49688153946998
187,20.214195289713107,20.214195289713107,60.84465789794922,-4.686936378479004,-266.1924743652344,10,43.49688153946998
188,39.20490047003619,39.20490047003619,162.9554901123047,-0.10310850292444229,103.01818084716797,10,43.49688153946998
189,37.7249353389521,37.7249353389521,170.3294677734375,4.219334125518799,397.7648620605469,10,43.49688153946998
190,22.172633155778403,22.172633155778403,59.329933166503906,-2.8445663452148438,-146.1175537109375,10,43.49688153946998
191,39.44720954972788,39.44720954972788,108.0333480834961,8.676661491394043,586.6974487304688,10,43.49688153946998
192,22.66486588666653,22.66486588666653,73.76178741455078,-4.543179512023926,-257.87353515625,10,43.49688153946998
193,38.96489222099013,38.96489222099013,141.55081176757812,8.53945541381836,635.4024047851562,10,43.49688153946998
194,21.248616362797083,21.248616362797083,66.22966766357422,-4.78096342086792,-282.3996276855469,10,43.49688153946998
195,23.192521656178524,23.192521656178524,86.4510269165039,-5.334719657897949,-316.24871826171875,10,43.49688153946998
196,21.12815271195464,21.12815271195464,59.4730110168457,-4.836690902709961,-293.69049072265625,10,43.49688153946998
197,39.27806479509757,39.27806479509757,201.1439666748047,2.134660243988037,257.7614440917969,10,43.49688153946998
198,19.6807075335184,19.6807075335184,56.32517623901367,-5.072738170623779,-297.11572265625,10,43.49688153946998
199,21.91635617927738,21.91635617927738,53.66721725463867,-3.4716293811798096,-189.9503173828125,10,43.49688153946998
200,23.307114911559943,23.307114911559943,50.54600143432617,-2.3332157135009766,-113.40731811523438,10,43.49688153946998
201,21.586447099234828,21.586447099234828,71.19522857666016,-5.622899532318115,-311.8236389160156,10,43.49688153946998
202,38.46752716425372,38.46752716425372,107.0921401977539,9.175046920776367,631.9310302734375,10,43.49688153946998
203,43.40646436377514,43.40646436377514,198.42044067382812,7.918299198150635,595.3936767578125,10,43.49688153946998
204,36.63545588525356,36.63545588525356,144.42062377929688,6.085381031036377,416.3390197753906,10,43.49688153946998
205,21.430764670360805,21.430764670360805,60.09788131713867,-4.493956089019775,-230.5298309326172,10,43.49688153946998
206,36.32983553818206,36.32983553818206,81.63993835449219,7.663626194000244,502.1534729003906,10,43.49688153946998
207,37.10510507884135,37.10510507884135,132.50331115722656,9.266633987426758,594.0881958007812,10,43.49688153946998
208,19.570846837957482,19.570846837957482,39.299781799316406,-3.8894126415252686,-222.66221618652344,10,43.49688153946998
209,39.03556864891381,39.03556864891381,133.9492645263672,8.838808059692383,626.5416259765625,10,43.49688153946998
210,36.544581900258606,36.544581900258606,121.96739196777344,8.560042381286621,559.6351318359375,10,43.49688153946998
211,39.624020104209485,39.624020104209485,161.03506469726562,8.457775115966797,609.1038818359375,10,43.49688153946998
212,37.22071733846573,37.22071733846573,109.34110260009766,5.045565605163574,416.97265625,10,43.49688153946998
213,20.30950215889261,20.30950215889261,58.5709114074707,-4.213898658752441,-220.3485107421875,10,43.49688153946998
214,37.74838202149506,37.74838202149506,113.7607192993164,7.941838264465332,539.8790283203125,10,43.49688153946998
215,38.10646636714847,38.10646636714847,148.3486785888672,4.170453071594238,413.5713806152344,10,43.49688153946998
216,36.10629479451645,36.10629479451645,116.94047546386719,6.435821533203125,411.387451171875,10,43.49688153946998
217,39.10327200322567,39.10327200322567,137.3774871826172,3.5768215656280518,260.3002014160156,10,43.49688153946998
218,21.161247678233426,21.161247678233426,63.5576057434082,-5.392001152038574,-251.66493225097656,10,43.49688153946998
219,22.03119162808489,22.03119162808489,59.64453887939453,-4.66300106048584,-286.18951416015625,10,43.49688153946998
220,39.61081334590956,39.61081334590956,114.0296401977539,9.923295021057129,634.2762451171875,10,43.49688153946998
221,37.95712820389821,37.95712820389821,116.63414001464844,6.093003273010254,375.4284362792969,10,43.49688153946998
222,21.588702022669057,21.588702022669057,62.22843551635742,-5.130058288574219,-267.66461181640625,10,43.49688153946998
223,22.646467614965754,22.646467614965754,31.120309829711914,-2.2092339992523193,-123.34767150878906,10,43.49688153946998
224,23.22694672822223,23.22694672822223,54.40525436401367,-4.1724138259887695,-224.4148712158203,10,43.49688153946998
225,20.639477299549565,20.639477299549565,49.026424407958984,-4.61980676651001,-288.663818359375,10,43.49688153946998
226,18.860342337696242,18.860342337696242,48.90510177612305,-5.3658061027526855,-313.2677001953125,10,43.49688153946998
227,20.563818200574694,20.563818200574694,64.05054473876953,-5.919464111328125,-332.6871337890625,10,43.49688153946998
228,40.53686612689903,40.53686612689903,119.73078918457031,7.855033874511719,533.5610961914062,10,43.49688153946998
229,21.94572539352738,21.94572539352738,50.02448654174805,-4.4389119148254395,-212.5941925048828,10,43.49688153946998
230,36.555817800114745,36.555817800114745,112.95074462890625,4.4756317138671875,378.1585388183594,10,43.49688153946998
231,22.022838489855342,22.022838489855342,39.10115432739258,-3.5004165172576904,-161.07150268554688,10,43.49688153946998
232,38.520198274532135,38.520198274532135,136.36422729492188,2.1216113567352295,269.56549072265625,10,43.49688153946998
233,36.56637189969073,36.56637189969073,119.51932525634766,5.991324424743652,400.6562194824219,10,43.49688153946998
234,22.674017511489502,22.674017511489502,47.73228073120117,-4.153094291687012,-212.03297424316406,10,43.49688153946998
235,36.62437689914092,36.62437689914092,102.7735595703125,5.953360557556152,403.7015075683594,10,43.49688153946998
236,22.109534126803688,22.109534126803688,42.067604064941406,-3.3891701698303223,-179.83116149902344,10,43.49688153946998
237,37.20878582098155,37.20878582098155,118.04205322265625,5.430651664733887,372.70361328125,10,43.49688153946998
238,39.580841151755585,39.580841151755585,167.7654266357422,7.750627040863037,472.9908752441406,10,43.49688153946998
239,38.93824184276234,38.93824184276234,100.85032653808594,9.346348762512207,624.2249145507812,10,43.49688153946998
240,21.18306058681491,21.18306058681491,50.271480560302734,-5.007406234741211,-232.94053649902344,10,43.49688153946998
241,39.115473252290116,39.115473252290116,113.35302734375,8.104378700256348,529.2216186523438,10,43.49688153946998
242,40.704305745372785,40.704305745372785,152.72494506835938,5.968242645263672,380.4998779296875,10,43.49688153946998
243,39.23243827373066,39.23243827373066,140.04330444335938,8.34506893157959,479.8857727050781,10,43.49688153946998
244,36.504847373002164,36.504847373002164,83.58888244628906,6.596083641052246,382.4849548339844,10,43.49688153946998
245,23.146816331011742,23.146816331011742,43.65520477294922,-3.997119903564453,-197.53599548339844,10,43.49688153946998
246,21.17056321795273,21.17056321795273,46.95625686645508,-4.8056864738464355,-238.7703399658203,10,43.49688153946998
247,19.274768114061523,19.274768114061523,51.55516815185547,-5.420950412750244,-290.1792297363281,10,43.49688153946998
248,38.714646020442935,38.714646020442935,131.88839721679688,5.963767051696777,387.0744323730469,10,43.49688153946998
249,37.76796797768535,37.76796797768535,91.47977447509766,7.151886940002441,438.5211181640625,10,43.49688153946998
250,42.130595107060394,42.130595107060394,134.72738647460938,8.104779243469238,491.8583068847656,10,43.49688153946998
251,19.841110582759033,19.841110582759033,58.90715789794922,-6.053164482116699,-279.7778625488281,10,43.49688153946998
252,37.552871832422944,37.552871832422944,101.52919006347656,6.371991157531738,405.1632385253906,10,43.49688153946998
253,37.769413685068926,37.769413685068926,91.82821655273438,5.810880184173584,384.0259704589844,10,43.49688153946998
254,36.99190554074057,36.99190554074057,91.10987854003906,7.298748970031738,416.9624328613281,10,43.49688153946998
255,22.692104947208318,22.692104947208318,37.722328186035156,-4.108067512512207,-210.88470458984375,10,43.49688153946998
256,19.419566382674915,19.419566382674915,61.79206466674805,-6.455897331237793,-343.33282470703125,10,43.49688153946998
257,22.2695508829226,22.2695508829226,48.973716735839844,-4.787485122680664,-224.32411193847656,10,43.49688153946998
258,39.153366127980135,39.153366127980135,95.68826293945312,5.925815582275391,408.49688720703125,10,43.49688153946998
259,38.44610790264766,38.44610790264766,113.30267333984375,4.676967620849609,342.97503662109375,10,43.49688153946998
260,36.21564226939494,36.21564226939494,104.43312072753906,3.982901096343994,240.4225616455078,10,43.49688153946998
261,37.99222163959905,37.99222163959905,96.90876770019531,7.7323503494262695,439.7003173828125,10,43.49688153946998
262,22.118289282951554,22.118289282951554,43.530235290527344,-4.694287300109863,-246.256591796875,10,43.49688153946998
263,38.75473068681213,38.75473068681213,87.69084167480469,8.768699645996094,482.1159973144531,10,43.49688153946998
